smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(O)c(C(=O)N(C)C)c2)CC3)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,<8>,O=C1NCCc2cn[nH]c21,<2>,<6>,(,C=O,N,),<0>,c1ccccc1,<4>,<3>,(,O,),C=O,N,(,C,),C,<eos>,,,,,,,,,,,,,
Nc1nc(Nc2cccc(O)c2)c2cc(COc3ccccc3)cnc2n1,<bos>,c1ccccc1,<0>,O,C,<0>,c1cnc2ncncc2c1,<7>,<5>,(,N,),N,<4>,c1ccccc1,<0>,O,<eos>,,,,,,,,,,,,,,,,,,,,,,,
O=C1CCCN1Cc1cccc(-c2cn(CC3CCC(N4CCCCC4)CC3)c3nc(NCc4ccc(F)cn4)ncc23)c1,<bos>,O=C1CCCN1,<5>,C,<4>,c1ccccc1,<0>,<4>,c1ncc2cc[nH]c2n1,<0>,<6>,(,C,<0>,C1CCCCC1,<3>,<3>,C1CCNCC1,),N,C,<4>,c1ccncc1,<1>,F,<eos>,,,,,,,,,,,,,,,
NC(=O)CC[C@@H](Cc1ccc(OCCc2ccccc2)cc1)NC(=O)OCc1cscn1,<bos>,c1cscn1,<0>,C,O,C=O,N,C|S,(,C,C,C=O,N,),C,<0>,c1ccccc1,<3>,O,C,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,
C[C@]12CN[C@H](CN1n1cc(C(=O)Nc3ccc(Cl)cc3Cl)cc1C(=O)Nc1cccc3cccnc13)C2,<bos>,c1ccc2ncccc2c1,<2>,N,C=O,<2>,c1cc[nH]c1,<0>,<3>,(,<1>,C1NC2CNC1C2|2S5S,<2>,C,),C=O,N,<3>,c1ccccc1,<4>,<0>,(,Cl,),Cl,<eos>,,,,,,,,,,,,,,,
Cc1nc(S(=O)(=O)c2cc(Cl)ccc2Cl)oc1CCN(C)C,<bos>,C,<0>,c1cocn1,<1>,<3>,(,O=[SH2]=O,<4>,c1ccccc1,<3>,<0>,(,Cl,),Cl,),C,C,N,(,C,),C,<eos>,,,,,,,,,,,,,,,,
CCCn1c(=O)c2[nH]c(CC=CCC(=O)O)nc2n(Cc2cc(F)ccc2OC)c1=O,<bos>,C,O,<3>,c1ccccc1,<4>,<0>,(,F,),C,<10>,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,<7>,<2>,(,C,C,C,),C,<0>,C=C,<1>,C,C=O,O,<eos>,,,,,,,,,,,,,
CS(=O)(=O)Nc1cncc(-n2cc(Cl)c(-c3ccc(F)cc3)cc2=O)c1Cl,<bos>,C,O=[SH2]=O,N,<5>,c1ccncc1,<1>,<0>,(,Cl,),<6>,O=c1cccc[nH]1,<3>,<4>,(,Cl,),<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,
COc1ccc(-c2cnnn2[C@H](CO)c2cccnc2)cc1OC,<bos>,O,C,C|S,(,<2>,c1c[nH]nn1,<1>,<0>,c1ccccc1,<4>,<3>,(,O,C,),O,C,),<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,
,<bos>,O=c1[nH]c2cccnc2[nH]1,<2>,<0>,C1CCNCC1,<3>,C=O,N,<1>,c1cocn1,<5S>,C,N,(,C,),<0>,c1ccccc1,<4>,<2>,(,F,),Cl,<eos>,,,,,,,,,,,,,,,,
