loss,running_loss,mode,lr
2.887890338897705,3.774626692071926,Train,0.001
2.85578989982605,2.841705756454633,Eval,
1.7367194890975952,2.2595653069166994,Train,0.001
1.914471983909607,1.682309295853665,Eval,
1.1813510656356812,1.3516472250014548,Train,0.001
1.4234306812286377,1.131753157567362,Eval,
1.0263559818267822,1.0556450499343053,Train,0.001
1.2905522584915161,1.004326708229451,Eval,
0.9550302624702454,0.9752471405906449,Train,0.001
1.2350317239761353,0.9562619823063236,Eval,
0.9449681043624878,0.9374109472904905,Train,0.001
1.1930017471313477,0.9301647531061334,Eval,
0.9134966135025024,0.9132770022270044,Train,0.001
1.1632485389709473,0.913821243648899,Eval,
0.899691104888916,0.8959725000682421,Train,0.001
1.1469175815582275,0.8983761154372113,Eval,
0.9042935967445374,0.8824269886163222,Train,0.001
1.1369699239730835,0.8886330757161662,Eval,
0.8687096238136292,0.8715265277065004,Train,0.001
1.1186712980270386,0.8785737073370091,Eval,
0.8674299120903015,0.8623951822439053,Train,0.001
1.1216390132904053,0.8731153193732787,Eval,
0.8749696016311646,0.8545301130335377,Train,0.001
1.123278021812439,0.8683028060557512,Eval,
