smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
CCCn1ccc2nc3ncnn3c(-c3cccc(F)c3)c2c1=O,<bos>,C,C,C,<2>,O=c1[nH]ccc2nc3ncnn3cc12,<12>,<0>,c1ccccc1,<4>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cn1nnc2cc(C(=O)NC3CCCc4cn(CC5CC5)nc43)cnc21,<bos>,C,<4>,c1cnc2[nH]nnc2c1,<0>,C=O,N,<8>,c1[nH]nc2c1CCCC2,<1>,C,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,
CCn1cc(S(=O)(=O)NCCC(=O)N(C)C)cn1,<bos>,C,N,(,C,),C=O,C,C,N,O=[SH2]=O,<0>,c1cn[nH]c1,<3>,C,C,<eos>,,,,,,,,,,,,,,,,,
CCOC1CCN(C(=O)c2cc(C)on2)C2CCOC12,<bos>,C,C,O,<8>,C1CNC2CCOC2C1,<2>,C=O,<1>,c1cnoc1,<4>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
CCCCS(=O)(=O)NCC(=O)Nc1cccnc1,<bos>,C,C,C,C,O=[SH2]=O,N,C,C=O,N,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(Cc1cscn1)NCC(O)c1ccc(F)cc1Cl,<bos>,F,<0>,c1ccccc1,<3>,<4>,(,Cl,),C,(,O,),C,N,C=O,C,<0>,c1cscn1,<eos>,,,,,,,,,,,,,,
COCCNC(=O)CNC(=O)N(Cc1ccccc1)C(C)C,<bos>,C,C,(,C,),N,(,C,<0>,c1ccccc1,),C=O,N,C,C=O,N,C,C,O,C,<eos>,,,,,,,,,,,,
Cc1ncnn1-c1cccc(C(=O)NCCC(O)CC(C)C)c1,<bos>,C,C,(,C,),C,C,(,O,),C,C,N,C=O,<4>,c1ccccc1,<0>,<3>,c1nc[nH]n1,<2>,C,<eos>,,,,,,,,,,,
NC(=O)N1CCCN(C(=O)C2CCCN(C(N)=O)C2)CC1,<bos>,N,C=O,<5>,C1CNCCNC1,<2>,C=O,<1>,C1CCNCC1,<3>,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,,,
CN(C)S(=O)(=O)NCc1cccnc1-n1cnc2ccccc21,<bos>,C,N,(,C,),O=[SH2]=O,N,C,<1>,c1ccncc1,<2>,<4>,c1ccc2[nH]cnc2c1,<eos>,,,,,,,,,,,,,,,,,,,
CCCOC(=O)C1CCCCN1C(=O)c1ccc(OCC#N)cc1,<bos>,C,C,C,O,C=O,<2>,C1CCNCC1,<3>,C=O,<0>,c1ccccc1,<3>,O,C,C#N,<eos>,,,,,,,,,,,,,,,,,
CCCNC(=O)C1CCCN(C(=O)Cn2cncn2)C1,<bos>,C,C,C,N,C=O,<1>,C1CCNCC1,<3>,C=O,C,<3>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1oc(-c2ccc(S(C)(=O)=O)cc2)nc1C(C)C,<bos>,C,C,(,C,),<0>,c1cocn1,<3>,<1>,(,C,),<0>,c1ccccc1,<3>,O=[SH2]=O,C,<eos>,,,,,,,,,,,,,,,
CCn1cc(C(=O)N2CCC(c3nnc(-c4ccco4)o3)CC2)cn1,<bos>,C,C,<3>,c1cn[nH]c1,<0>,C=O,<3>,C1CCNCC1,<0>,<0>,c1nnco1,<3>,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,
Cn1c(C=Cc2nc(-c3cc4ccccc4o3)no2)nc2ccccc21,<bos>,C,<4>,c1ccc2[nH]cnc2c1,<5>,<0>,C=C,<1>,<2>,c1ncon1,<0>,<5>,c1ccc2occc2c1,<eos>,,,,,,,,,,,,,,,,,,,,
CCC(=O)C(C#N)c1cc(Br)ccc1OC,<bos>,C,O,<3>,c1ccccc1,<4>,<0>,(,Br,),C,(,C#N,),C=O,C,C,<eos>,,,,,,,,,,,,,,,,
COC(=O)CSc1ncnc2c1cnn2-c1ccccc1,<bos>,C,O,C=O,C,S,<2>,c1ncc2cn[nH]c2n1,<6>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCC(=O)Nc1nnc(SCc2ccccc2C(N)=O)s1,<bos>,C,C,C=O,N,<0>,c1nncs1,<3>,S,C,<0>,c1ccccc1,<5>,C=O,N,<eos>,,,,,,,,,,,,,,,,,,
Cc1nc(CNC(=O)NCc2ccc(OCC(F)F)cc2)oc1C,<bos>,C,<0>,c1cocn1,<3>,<1>,(,C,),C,N,C=O,N,C,<3>,c1ccccc1,<0>,O,C,C,(,F,),F,<eos>,,,,,,,,,
NC(=O)CN1CCN(C(=O)C2CC2c2ccc(F)cc2)CC1,<bos>,F,<3>,c1ccccc1,<0>,<2>,C1CC1,<0>,C=O,<2>,C1CNCCN1,<5>,C,C=O,N,<eos>,,,,,,,,,,,,,,,,,,
CC(Sc1nnc(-c2ccncc2)n1C)C(=O)NCc1ccco1,<bos>,C,<4>,c1nnc[nH]1,<0>,<3>,(,<0>,c1ccncc1,),S,C,(,C,),C=O,N,C,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,
O=C(Nc1cnn(-c2ccccc2Cl)c1)c1n[nH]c2c1CCCC2,<bos>,Cl,<5>,c1ccccc1,<0>,<3>,c1cn[nH]c1,<0>,N,C=O,<0>,c1n[nH]c2c1CCCC2,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C1Cc2cc(NC(=O)c3cnc4ccccc4n3)ccc2N1,<bos>,c1ccc2nccnc2c1,<5>,C=O,N,<5>,O=C1Cc2ccccc2N1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
O=c1ccc(-c2ccccc2)nn1CCOc1ccncn1,<bos>,c1ccccc1,<0>,<4>,O=c1cccn[nH]1,<6>,C,C,O,<5>,c1cncnc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(NC(=O)C1CC1)C(=O)NCc1cccc(Cl)c1Cl,<bos>,Cl,<4>,c1ccccc1,<0>,<5>,(,Cl,),C,N,C=O,C,(,C,),N,C=O,<0>,C1CC1,<eos>,,,,,,,,,,,,,
COc1ccc(C(=O)Nc2ccc(C)c(C#N)c2)c(OC)c1,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,C#N,),N,C=O,<3>,c1ccccc1,<0>,<4>,(,O,C,),O,C,<eos>,,,,,,,,,,,,
,<bos>,C,C,N,(,C,C=O,<6>,c1ccc2c(c1)NCCCN2,<10>,(,C,),C,C,C#N,<eos>,,,,,,,,,,,,,,,,,
