smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
O=C(Nc1ccc(S(=O)(=O)NCCc2ccccc2)cc1I)NS(=O)(=O)c1ccc(Cl)s1,<bos>,Cl,<2>,c1ccsc1,<4>,O=[SH2]=O,N,C=O,N,<3>,c1ccccc1,<0>,<4>,(,I,),O=[SH2]=O,N,C,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,
COC(=O)NC1CCN(C(c2ccccc2)c2ccccc2)CC1,<bos>,c1ccccc1,<0>,C,(,<0>,c1ccccc1,),<3>,C1CCNCC1,<0>,N,C=O,O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
NCc1ccc2c(Oc3ccc(N)cc3)cc(-c3ccccc3)nc2n1,<bos>,N,<3>,c1ccccc1,<0>,O,<7>,c1cnc2ncccc2c1,<1>,<5>,(,<0>,c1ccccc1,),C,N,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCc1cc(C[C@H](O)CC(F)(F)F)ccc1OCC(=O)OC,<bos>,F,C,(,F,),(,F,),C,C|S,(,O,),C,<0>,c1ccccc1,<4>,<3>,(,O,C,C=O,O,C,),C,C,<eos>,,,,,,,,,,,,
CCCCCCN(CCCCCCO)CCCCNC(=O)C(=CC(=O)CC)OC(=O)c1ccccc1,<bos>,O,C,C,C,C,C,C,N,(,C,C,C,C,N,C=O,<1>,C=C,<1>,<0>,(,C=O,C,C,),O,C=O,<0>,c1ccccc1,),C,C,C,C,C,C,<eos>,,,,
NC(=O)N(O)Cc1cccc(C=Cc2ccccc2F)c1,<bos>,N,C=O,N,(,O,),C,<0>,c1ccccc1,<4>,<0>,C=C,<1>,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(CNc2nc(NCc3ccc(OC(F)(F)F)cc3)ncc2Br)cc1,<bos>,F,C,(,F,),(,F,),O,<3>,c1ccccc1,<0>,C,N,<3>,c1cncnc1,<5>,<0>,(,Br,),N,C,<3>,c1ccccc1,<0>,N,C=O,C,<eos>,,,,,,,,,,
O=C(NC(c1ccncc1)c1ccc(C(F)(F)F)cc1)c1ccccn1,<bos>,F,C,(,F,),(,F,),<3>,c1ccccc1,<0>,C,(,N,C=O,<2>,c1ccncc1,),<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,
COc1cc2nc(-c3ccccc3O)cc(O)c2cc1C#N,<bos>,O,<5>,c1ccccc1,<0>,<5>,c1ccc2ncccc2c1,<1>,<7>,(,O,),<0>,(,C#N,),O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(-c2cnc3c(c2)N(Cc2ccc(Cl)cc2Cl)CCN3)cc1OC,<bos>,Cl,<0>,c1ccccc1,<3>,<4>,(,Cl,),C,<6>,c1cnc2c(c1)NCCN2,<0>,<0>,c1ccccc1,<4>,<3>,(,O,C,),O,C,<eos>,,,,,,,,,,,,,,,,,
Cc1cc(-c2ccnn2C)c(F)cc1Oc1ccc(S(=O)(=O)Nc2ccc(F)cn2)cc1C#N,<bos>,C,<3>,c1cn[nH]c1,<4>,<2>,c1ccccc1,<5>,<0>,(,C,),<3>,(,F,),O,<3>,c1ccccc1,<0>,<4>,(,C#N,),O=[SH2]=O,N,<4>,c1ccncc1,<1>,F,<eos>,,,,,,,,,,
CC(=O)c1c(C)n2c(C)cccc2[n+]1Cc1ccccc1,<bos>,c1ccccc1,<0>,C,<6>,c1ccn2cc[nH+]c2c1,<5>,<2>,(,C,),<4>,(,C,),C=O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
C=CC[n+]1c(C=Cc2cc(C(=O)O)ccc2NCc2ccc3c(c2)OCCO3)sc2ccc(OC)cc21,<bos>,c1ccc2c(c1)OCCO2,<0>,C,N,<3>,c1ccccc1,<4>,<0>,(,C=O,O,),<0>,C=C,<1>,<5>,c1ccc2sc[nH+]c2c1,<0>,<6>,(,C,<0>,C=C,),O,C,<eos>,,,,,,,,,,,,,
C[C@H](NC(=O)c1nccs1)c1ccc(OC2CCN(c3ccnc(OCC4CC4)c3)C2)cc1,<bos>,C1CC1,<0>,C,O,<4>,c1ccncc1,<0>,<3>,C1CCNC1,<0>,O,<3>,c1ccccc1,<0>,C|S,(,N,C=O,<3>,c1cscn1,),C,<eos>,,,,,,,,,,,,,,,,,
CC(C)C(NC(=O)c1ccc(Cl)s1)C(=O)c1ccc2nc(N)sc2c1,<bos>,Cl,<2>,c1ccsc1,<4>,C=O,N,C,(,C,(,C,),C,),C=O,<1>,c1ccc2scnc2c1,<5>,N,<eos>,,,,,,,,,,,,,,,,,,,,
c1ccc(N2CCN(CCOCC3CNc4ccccc4O3)CC2)nc1,<bos>,c1ccncc1,<2>,<5>,C1CNCCN1,<2>,C,C,O,C,<8>,c1ccc2c(c1)NCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
