smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
,<bos>,C,<2>,c1ccncc1,<4>,<3R>,C1CCNC1,<2S>,N,C=O,C|R,(,N,C=O,<2S>,C1CCNC1,),C,C,C=O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,
,<bos>,c1ccccc1,<0>,C,(,<0>,c1ccccc1,),<3>,c1ccccc1,<0>,C|R,(,S,),C=O,<7>,<4>,<2>,<eos>,,,,,,,,,,,,,,,,,,,,,
CCOc1ccc(Nc2nc(Nc3ccc(Br)cc3OC)nc3[nH]ccc23)cc1C#N,<bos>,C,O,<4>,c1ccccc1,<3>,<0>,(,Br,),N,<0>,c1ncc2cc[nH]c2n1,<2>,N,<0>,c1ccccc1,<3>,<4>,(,C#N,),O,C,C,<eos>,,,,,,,,,,,,,,,
N#C[C@H](CC(F)(F)F)NC1CCC(NC(=O)c2ccccn2)CC1,<bos>,F,C,(,F,),(,F,),C,C|S,(,C#N,),N,<0>,C1CCCCC1,<3>,N,C=O,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,
O=C(CCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO)NCCO,<bos>,O,C,<4R>,C1CCNCC1,<3>,<1S>,(,O,),<0R>,(,O,),<5R>,(,O,),C,C,C,C=O,N,C,C,O,<eos>,,,,,,,,,,,,,,
N#Cc1ccc(C[C@H](N)C(=O)N2CCC[C@H]2CN(O)C(N)=O)cc1,<bos>,N,C=O,N,(,O,),C,<4S>,C1CCNC1,<3>,C=O,C|S,(,N,),C,<0>,c1ccccc1,<3>,C#N,<eos>,,,,,,,,,,,,,,,,,,,
CN(C)CC1CCC(Nc2nc(NCc3ccc(OC(F)(F)F)cc3)ncc2Br)CC1,<bos>,F,C,(,F,),(,F,),O,<3>,c1ccccc1,<0>,C,N,<3>,c1cncnc1,<5>,<0>,(,Br,),N,<3>,C1CCCCC1,<0>,C,N,(,C,),C,<eos>,,,,,,,,
O=C(NC(c1ccc(C(F)(F)F)cc1)c1ccnc(NC(=O)C2CCCCCC2)c1)c1ccccn1,<bos>,F,C,(,F,),(,F,),<3>,c1ccccc1,<0>,C,(,N,C=O,<2>,c1ccncc1,),<0>,c1ccncc1,<4>,N,C=O,<0>,C1CCCCCC1,<eos>,,,,,,,,,,,,,,
,<bos>,O,<5>,c1n[nH]c2c1CCCC2,<0>,<9>,(,<1>,C1C2CC1C2,),<7>,(,<1>,c1ccsc1,),<6>,(,F,),<1>,c1c[nH]cn1,<2>,<3>,(,C,),C,<eos>,,,,,,,,,,,,,
CN(C)C(=O)[C@@H]1CCCN1n1cc2c(C#Cc3cc(F)ccc3NC(=O)c3ccsc3)nnc(N)c2n1,<bos>,C,N,(,C,),C=O,<4S>,C1CCNC1,<3>,<6>,c1nncc2n[nH]cc12,<0>,<3>,(,N,),<0>,C#C,<1>,<4>,c1ccccc1,<3>,<0>,(,F,),N,C=O,<0>,c1ccsc1,<eos>,,,,,,,,,
Cn1nccc1-c1nc(N)c2ccc(-c3cccc(N4CCOCC4)c3)cc2n1,<bos>,C,<3>,c1cn[nH]c1,<4>,<5>,c1ccc2ncncc2c1,<1>,<7>,(,N,),<0>,c1ccccc1,<4>,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CC12CC3CC(C1)CC(NC(=O)c1c(-c4cccs4)n[nH]c1C(F)(F)F)(C3)C2,<bos>,F,C,(,F,),(,F,),<4>,c1cn[nH]c1,<0>,<1>,(,<2>,c1ccsc1,),C=O,N,<1>,C1C2CC3CC1CC(C2)C3,<7>,C,<eos>,,,,,,,,,,,,,,,,,
C=C(CCCCCCCC)COC(=O)CC(Cc1ccccc1)C(=O)O,<bos>,O,C=O,C,(,C,<0>,c1ccccc1,),C,C=O,O,C,<0>,C=C,<0>,C,C,C,C,C,C,C,C,<eos>,,,,,,,,,,,,,,,,
CC(=O)Nc1nc2cc3cc(OCC[C@@H]4CCCN4C)ccc3nc2[nH]1,<bos>,C,<3>,C1CCNC1,<4S>,C,C,O,<0>,c1ccc2nc3[nH]cnc3cc2c1,<7>,N,C=O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NC1CCC(NC(=O)c2ccc(Cl)s2)CC1)c1ccc(-c2ccccc2)cc1,<bos>,Cl,<2>,c1ccsc1,<4>,C=O,N,<3>,C1CCCCC1,<0>,N,C=O,<0>,c1ccccc1,<3>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
C[C@H](O)[C@@H](O)c1nc2cnc3[nH]ccc3c2n1CC1CC1,<bos>,C,C|S,(,O,),C|S,(,O,),<8>,c1cc2c(ncc3nc[nH]c32)[nH]1,<9>,C,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
,<bos>,Cl,<3>,c1ccccc1,<0>,<1>,c1cnc2cccnc2c1,<6>,<5>,(,C,),<6>,(,Cl,),C,C,<5>,C1CNCCN1,<2>,<5>,c1ccccc1,<0>,C,C,<eos>,,,,,,,,,,,,,,
