smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
,<bos>,C,O,<0>,c1ccccc1,<3>,<8>,O=C1CCCc2[nH]ccc21,<9>,<0>,(,O,C,),<1>,(,C,),C=O,<3>,c1ccccc1,<0>,<4>,(,Cl,),Cl,<eos>,,,,,,,,,,,,,
COC[C@@H](Oc1cccc(-c2ccc(NC3CCN(C(=O)OCC(C)C)CC3)nc2)c1)C(=O)N1CCCCCC1,<bos>,C,C,(,C,),C,O,C=O,<3>,C1CCNCC1,<0>,N,<4>,c1ccncc1,<1>,<0>,c1ccccc1,<4>,O,C|R,(,C=O,<4>,C1CCCNCC1,),C,O,C,<eos>,,,,,,,,,,,
Cc1cc(-c2n[nH]c3cc(NC(=O)NC4(C(=O)N5CCCCC5)CCCC4)ncc23)ccn1,<bos>,C,<4>,c1ccncc1,<0>,<5>,c1cc2[nH]ncc2cn1,<0>,N,C=O,N,<0>,C1CCCC1,<0>,C=O,<3>,C1CCNCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)CN(CCCc1ccc(OCCN2CCCC2)cc1)C(=O)CC12CC3CC(CC1C3)C2,<bos>,C,N,C=O,C,N,(,C=O,C,<7>,C1C2CC3CC1CC3C2,),C,C,C,<0>,c1ccccc1,<3>,O,C,C,<3>,C1CCNC1,<eos>,,,,,,,,,,,,,,,,,
CC(C)n1cc(C(=O)N2C[C@@H]3C[C@@]2(C[C@H](COc2cccc(Cl)c2)CN2CCCC2)CN3)c2cncnc21,<bos>,C,C,(,C,),<6>,c1ncc2cc[nH]c2n1,<4>,C=O,<1>,C1NC2CNC1C2|2S5S,<2>,C,C|S,(,C,<3>,C1CCNC1,),C,O,<0>,c1ccccc1,<4>,Cl,<eos>,,,,,,,,,,,,,,
Cc1nc(-c2ccccc2)oc1C(O)C1CCN(Cc2ccccc2)CC1,<bos>,C,<0>,c1cocn1,<1>,<3>,(,<0>,c1ccccc1,),C,(,O,),<0>,C1CCNCC1,<3>,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
,<bos>,C,O,<3>,c1ccccc1,<4>,<0>,(,Cl,),C,<2>,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,<7>,<6>,(,C,C,),<6>,(,C,),O,C,C,<5>,C1COCCN1,<eos>,,,,,,,,,,,,
,<bos>,C,<2R>,C1CCCC1,<4R>,<0R>,(,O,),<4R>,(,O,),<8>,(,I,),<0>,(,O=[NH+][O-],),C,C,C,<0>,C1CCNCC1,<eos>,,,,,,,,,,,,,,
O=C(N[C@H](CO)c1ccccc1)[C@H](Cn1nnc2ccccc2c1=O)SCCc1cccnc1,<bos>,O,C,C|S,(,<0>,c1ccccc1,),N,C=O,C|S,(,C,<2>,O=c1[nH]nnc2ccccc12,),S,C,C,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,
CC(C)Cn1ccc2cc(-c3ccc(OCC4CCN(C)CC4)cc3)ccc21,<bos>,C,C,(,C,),C,<4>,c1ccc2[nH]ccc2c1,<0>,<3>,c1ccccc1,<0>,O,C,<0>,C1CCNCC1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
