smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
CCN(C(=O)COc1cccc(C(C)=O)c1)c1cccc(C#N)c1,<bos>,C,C,N,(,<0>,c1ccccc1,<4>,C#N,),C=O,C,O,<0>,c1ccccc1,<4>,C=O,C,<eos>,,,,,,,,,,,,,,,,
CCCN1CC(C(=O)N(C)Cc2cnn(C)c2)CC1=O,<bos>,C,<3>,c1cn[nH]c1,<0>,C,N,(,C,),C=O,<3>,O=C1CCCN1,<5>,C,C,C,<eos>,,,,,,,,,,,,,,,,,
O=C(COc1cccnc1)NCCCc1c[nH]c2ccccc12,<bos>,c1ccncc1,<1>,O,C,C=O,N,C,C,C,<6>,c1ccc2[nH]ccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C1NCCOC2CN(C(=O)C3CCOCC3)CCC12,<bos>,C1CCOCC1,<0>,C=O,<8>,O=C1NCCOC2CNCCC12,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)C1CNc2cc(S(=O)(=O)N(C)C)ccc2O1,<bos>,C,N,(,C,),O=[SH2]=O,<0>,c1ccc2c(c1)NCCO2,<8>,C=O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(=O)NCCOc2ccccc2)cc1,<bos>,C,<0>,c1ccccc1,<3>,C=O,N,C,C,O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCCN(C)C(=O)c1ccc(OCC(F)F)nc1,<bos>,F,C,(,F,),C,O,<4>,c1ccncc1,<1>,C=O,N,(,C,),C,C,C,<eos>,,,,,,,,,,,,,,,
CCCC(C)C(=O)N1CCC(OCC(C)C)CC1,<bos>,C,C,(,C,),C,O,<0>,C1CCNCC1,<3>,C=O,C,(,C,),C,C,C,<eos>,,,,,,,,,,,,,,,
O=C(Cc1cccc(C(F)(F)F)c1)N1CCNCC1,<bos>,F,C,(,F,),(,F,),<4>,c1ccccc1,<0>,C,C=O,<2>,C1CNCCN1,<eos>,,,,,,,,,,,,,,,,,,
CC(=O)c1ccc(N2CCN(S(=O)(=O)c3cn[nH]c3C)CC2)cc1,<bos>,C,C=O,<0>,c1ccccc1,<3>,<2>,C1CNCCN1,<5>,O=[SH2]=O,<0>,c1cn[nH]c1,<4>,C,<eos>,,,,,,,,,,,,,,,,,,,,
CCCS(=O)(=O)NC1CCCN(Cc2ccccc2)C1=O,<bos>,C,C,C,O=[SH2]=O,N,<2>,O=C1CCCCN1,<6>,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)CN(Cc1cncc(F)c1)C(C)C,<bos>,F,<5>,c1ccncc1,<1>,C,N,(,C,(,C,),C,),C,C=O,N,C,<eos>,,,,,,,,,,,,,,,,
CCOC(=O)Cc1csc(NC(=O)NCc2ccncc2)n1,<bos>,C,C,O,C=O,C,<0>,c1cscn1,<3>,N,C=O,N,C,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,
COC(=O)c1cnc(SC)n1-c1noc(-c2ccccc2)n1,<bos>,C,S,<3>,c1c[nH]cn1,<1>,<2>,(,<0>,c1ncon1,<2>,<0>,c1ccccc1,),C=O,O,C,<eos>,,,,,,,,,,,,,,,,,
Cc1cc(NC(=O)Cn2nc3c4ccccc4ncn3c2=O)no1,<bos>,C,<4>,c1cnoc1,<1>,N,C=O,C,<2>,O=c1[nH]nc2c3ccccc3ncn12,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(Br)cc1CNC(=O)Nc1nonc1C,<bos>,C,O,<3>,c1ccccc1,<4>,<0>,(,Br,),C,N,C=O,N,<0>,c1cnon1,<1>,C,<eos>,,,,,,,,,,,,,,,,
Cc1ccc(N2CC(C(=O)NCc3cccs3)CC2=O)c(C)c1,<bos>,C,<0>,c1ccccc1,<3>,<4>,(,C,),<5>,O=C1CCCN1,<3>,C=O,N,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,
Cc1cccc(NC(=O)c2cccc(OCC(C)C)c2)n1,<bos>,C,C,(,C,),C,O,<4>,c1ccccc1,<0>,C=O,N,<4>,c1ccncc1,<2>,C,<eos>,,,,,,,,,,,,,,,,,
Cc1ccn(CCC(=O)NC(C)c2nc(-c3ccncc3)cs2)n1,<bos>,c1ccncc1,<0>,<0>,c1cscn1,<3>,C,(,C,),N,C=O,C,C,<3>,c1cn[nH]c1,<1>,C,<eos>,,,,,,,,,,,,,,,,
c1ccc(C(Sc2ncn[nH]2)c2ccccn2)cc1,<bos>,c1ccccc1,<0>,C,(,<2>,c1ccncc1,),S,<2>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COc1ncnc(Nc2nc(-c3ccccc3)cs2)c1N,<bos>,C,O,<1>,c1cncnc1,<5>,<0>,(,N,),N,<3>,c1cscn1,<0>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,
CCOC(=O)N1CCCC1C(=O)NC1CCCC1,<bos>,C,C,O,C=O,<3>,C1CCNC1,<4>,C=O,N,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C1NCCCCC1N1CCN(c2ccccc2F)CC1,<bos>,F,<5>,c1ccccc1,<0>,<5>,C1CNCCN1,<2>,<2>,O=C1CCCCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCc1cccs1)N1CCC(O)CC1,<bos>,O,<0>,C1CCNCC1,<3>,C=O,C,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCOc1ccc(C(=O)NCCNC(=O)c2ccc(C)cc2)cc1,<bos>,C,C,O,<0>,c1ccccc1,<3>,C=O,N,C,C,N,C=O,<0>,c1ccccc1,<3>,C,<eos>,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)N2CCC(C)CC2)cc1C#N,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,C#N,),O=[SH2]=O,<3>,C1CCNCC1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,
CCc1n[nH]c(NC(=O)NCc2c(CC)noc2CC)c1C,<bos>,C,C,<1>,c1cnoc1,<0>,<4>,(,C,C,),C,N,C=O,N,<4>,c1cn[nH]c1,<1>,<0>,(,C,),C,C,<eos>,,,,,,,,,,
N#Cc1cccc(NC(=O)N2CCCC(c3cc(C(N)=O)[nH]n3)C2)c1,<bos>,N,C=O,<4>,c1cn[nH]c1,<1>,<1>,C1CCNCC1,<3>,C=O,N,<0>,c1ccccc1,<4>,C#N,<eos>,,,,,,,,,,,,,,,,,,,
CCCc1nc(C)c2c(n1)N(Cc1cc(C)cs1)C(=O)CC2,<bos>,C,C,C,<7>,O=C1CCc2cncnc2N1,<10>,<5>,(,C,),C,<2>,c1ccsc1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,
COc1ccc2c(=O)c(C(=O)Nc3ccc(OC)c(C#N)c3)c[nH]c2c1,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,(,C#N,),N,C=O,<2>,O=c1cc[nH]c2ccccc12,<7>,O,C,<eos>,,,,,,,,,,,,,,,,,
Cc1c(Br)c(C(F)(F)F)nn1CC(N)=O,<bos>,F,C,(,F,),(,F,),<1>,c1cn[nH]c1,<3>,<4>,(,C,),<0>,(,Br,),C,C=O,N,<eos>,,,,,,,,,,,
O=C(Nc1cccnc1)C1(c2ccc(Cl)cc2)CCOCC1,<bos>,Cl,<3>,c1ccccc1,<0>,<0>,C1CCOCC1,<0>,C=O,N,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(=O)c1nc(-c2ccc(SCC(F)(F)F)cc2)cs1,<bos>,F,C,(,F,),(,F,),C,S,<3>,c1ccccc1,<0>,<0>,c1cscn1,<3>,C=O,C,<eos>,,,,,,,,,,,,,,,
O=C(Nc1ccc2c(c1)OCO2)n1ccc(=O)c2sccc21,<bos>,O=c1cc[nH]c2ccsc12,<4>,C=O,N,<0>,c1ccc2c(c1)OCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C)c(C(=O)Nc2ncccc2S(N)(=O)=O)c1,<bos>,C,<0>,c1ccccc1,<4>,<3>,(,C,),C=O,N,<2>,c1ccncc1,<1>,O=[SH2]=O,N,<eos>,,,,,,,,,,,,,,,,,,
O=C(c1ccc(Cl)cc1)C1CCCN1C(=O)C1CC1,<bos>,C1CC1,<0>,C=O,<3>,C1CCNC1,<4>,C=O,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)c2ccc(OC)cc2F)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,<4>,(,F,),C=O,N,<3>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,,
O=C(NCCCc1ccccc1)c1nnc2sc(-c3cccnc3)nn12,<bos>,c1ccccc1,<0>,C,C,C,N,C=O,<3>,c1nn2cnnc2s1,<0>,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,
COCCNC(=O)N1CCCCCC1c1nccs1,<bos>,C,O,C,C,N,C=O,<4>,C1CCCNCC1,<5>,<3>,c1cscn1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(=O)c1ccc(OCCNS(C)(=O)=O)cc1,<bos>,C,C=O,<0>,c1ccccc1,<3>,O,C,C,N,O=[SH2]=O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCCCNC(=O)c1cc(C(=O)NC(C)(C)C)nn1C,<bos>,C,C,(,C,),(,C,),N,C=O,<1>,c1cn[nH]c1,<4>,<3>,(,C,),C=O,N,C,C,C,C,<eos>,,,,,,,,,,
C#CCN(C(=O)CNC(=O)Cc1ccccc1)C1CCCC1,<bos>,C#C,<0>,C,N,(,<0>,C1CCCC1,),C=O,C,N,C=O,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,
O=C(NCC(F)(F)F)c1csc(-c2ccccc2)n1,<bos>,F,C,(,F,),(,F,),C,N,C=O,<0>,c1cscn1,<3>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,
O=C(CCc1nnc(-c2ccc(Cl)cc2)o1)NCCO,<bos>,O,C,C,N,C=O,C,C,<0>,c1nnco1,<3>,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,,,,
CCNS(=O)(=O)c1ccc(-c2nc(C)cc(C)n2)cc1,<bos>,C,<1>,c1cncnc1,<3>,<5>,(,C,),<3>,c1ccccc1,<0>,O=[SH2]=O,N,C,C,<eos>,,,,,,,,,,,,,,,,,,
CCOc1ccc(F)cc1C(=O)OCc1cc(=O)n(C)c(=O)n1C,<bos>,C,<4>,O=c1cc[nH]c(=O)[nH]1,<3>,<7>,(,C,),C,O,C=O,<4>,c1ccccc1,<3>,<0>,(,F,),O,C,C,<eos>,,,,,,,,,,,,
CCCc1c(OC)cc2c(c1Cl)C(C)NCC2,<bos>,C,O,<0>,c1ccc2c(c1)CCNC2,<1>,<2>,(,Cl,),<9>,(,C,),C,C,C,<eos>,,,,,,,,,,,,,,,,,
CCCCN(C)S(=O)(=O)c1cccc(C(C)=O)c1,<bos>,C,C,C,C,N,(,C,),O=[SH2]=O,<0>,c1ccccc1,<4>,C=O,C,<eos>,,,,,,,,,,,,,,,,,,,
Cc1cc(N)n(-c2ccc(NC(=O)c3nc(C)ncc3Cl)cc2)n1,<bos>,C,<3>,c1cncnc1,<5>,<0>,(,Cl,),C=O,N,<3>,c1ccccc1,<0>,<3>,c1cn[nH]c1,<1>,<4>,(,N,),C,<eos>,,,,,,,,,,,,
CN(CC(O)C1CC1)C(=O)CCC(=O)c1ccc(F)cc1F,<bos>,O,C,(,<0>,C1CC1,),C,N,(,C,),C=O,C,C,C=O,<3>,c1ccccc1,<0>,<4>,(,F,),F,<eos>,,,,,,,,,,
COc1ccccc1C(C#N)CCC(=O)N1CCCC1,<bos>,C,O,<0>,c1ccccc1,<5>,C,(,C#N,),C,C,C=O,<3>,C1CCNC1,<eos>,,,,,,,,,,,,,,,,,,,
Nc1cc(Cc2ccc(Br)cc2)no1,<bos>,N,<4>,c1cnoc1,<1>,C,<0>,c1ccccc1,<3>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc2cc3c(nc2c1)OCC(=O)N(Cc1ccccc1)C3,<bos>,C,<8>,O=C1COc2nc3ccccc3cc2CN1,<15>,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nc(CC(=O)Nc2cc(Cl)ccc2NC(C)C)cs1,<bos>,C,C,(,C,),N,<3>,c1ccccc1,<4>,<0>,(,Cl,),N,C=O,C,<0>,c1cscn1,<3>,C,<eos>,,,,,,,,,,,,,
COC(=O)CCCS(=O)(=O)N1CCCCC1C(=O)OC,<bos>,C,O,C=O,C,C,C,O=[SH2]=O,<3>,C1CCNCC1,<2>,C=O,O,C,<eos>,,,,,,,,,,,,,,,,,,,,
CCN(CCO)C(=O)c1ccc2c(c1)C(C)(C)C(=O)N2C,<bos>,C,<2>,O=C1Cc2ccccc2N1,<5>,<2>,(,C,),<9>,(,C,),C=O,N,(,C,C,),C,C,O,<eos>,,,,,,,,,,,,
O=C(CC1CCCCC1)N1CCCC(c2cnccn2)C1,<bos>,C1CCCCC1,<0>,C,C=O,<3>,C1CCNCC1,<1>,<0>,c1cnccn1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccc(OC(F)(F)F)cc1)C(=O)C1CCC(=O)N1,<bos>,F,C,(,F,),(,F,),O,<3>,c1ccccc1,<0>,C,N,(,C,),C=O,<4>,O=C1CCCN1,<eos>,,,,,,,,,,,,,
COC(=O)N(Cc1ccccc1)C(C)Cc1ccccc1,<bos>,c1ccccc1,<0>,C,C,(,C,),N,(,C,<0>,c1ccccc1,),C=O,O,C,<eos>,,,,,,,,,,,,,,,,,
COC(C)C(=O)N(Cc1ccccc1)c1ccccn1,<bos>,C,O,C,(,C,),C=O,N,(,<2>,c1ccncc1,),C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,
Nc1cc(NS(=O)(=O)c2ccccc2)ccc1Cl,<bos>,N,<4>,c1ccccc1,<0>,<3>,(,Cl,),N,O=[SH2]=O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,
CNC(=O)NCCOC(=O)c1csc(-c2cc(C)no2)n1,<bos>,C,N,C=O,N,C,C,O,C=O,<0>,c1cscn1,<3>,<4>,c1cnoc1,<1>,C,<eos>,,,,,,,,,,,,,,,,,,
COCCNC(=O)C1(C)Oc2ccc(Cl)cc2NC1=O,<bos>,C,<2>,O=C1COc2ccccc2N1,<2>,<7>,(,Cl,),C=O,N,C,C,O,C,<eos>,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCCCC1C(=O)NCC1(c2ccccc2)CC1,<bos>,C,C=O,<3>,C1CCNCC1,<2>,C=O,N,C,<0>,C1CC1,<0>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1noc(C)c1C(C)C(=O)N1CCC(N(C)c2ccccc2)CC1,<bos>,C,<1>,c1cnoc1,<0>,<4>,(,C,),C,(,C,),C=O,<3>,C1CCNCC1,<0>,N,(,<0>,c1ccccc1,),C,<eos>,,,,,,,,,,,
CCCc1cc(C(=O)OCc2cc(-c3cccs3)on2)[nH]n1,<bos>,C,C,C,<1>,c1cn[nH]c1,<4>,C=O,O,C,<1>,c1cnoc1,<4>,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,
COC(=O)COC(=O)c1cc(C(=O)N(C)C)c(C)[nH]1,<bos>,C,N,(,C,),C=O,<0>,c1cc[nH]c1,<2>,<4>,(,C,),C=O,O,C,C=O,O,C,<eos>,,,,,,,,,,,,,,
CCc1n[nH]c(SCc2cc(=O)n3nccc3[nH]2)n1,<bos>,C,C,<0>,c1nc[nH]n1,<2>,S,C,<3>,O=c1cc[nH]c2ccnn12,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCc1nc(NC(=O)CCC(=O)c2cccs2)sc1C,<bos>,C,C,<0>,c1cscn1,<3>,<1>,(,C,),N,C=O,C,C,C=O,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,
CN(C)C(=O)CCC(=O)Nc1ccc(Br)cn1,<bos>,C,N,(,C,),C=O,C,C,C=O,N,<4>,c1ccncc1,<1>,Br,<eos>,,,,,,,,,,,,,,,,,,,
CC(C)OCCC(=O)NCC1CN2CCCCC2CO1,<bos>,C,C,(,C,),O,C,C,C=O,N,C,<5>,C1CCN2CCOCC2C1,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)NCCc2ccc3c(c2)OCCO3)c(C)n1C1CC1,<bos>,C,<2>,c1cc[nH]c1,<0>,<4>,(,C,),<3>,(,<0>,C1CC1,),C=O,N,C,C,<0>,c1ccc2c(c1)OCCO2,<eos>,,,,,,,,,,,,,,
Cc1ccc(C(=O)CCC(=O)c2ccc(O)cc2O)cc1,<bos>,O,<0>,c1ccccc1,<3>,<4>,(,O,),C=O,C,C,C=O,<3>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,,,,,,,
CC1CCC(NC(=O)CSc2n[nH]c(C3CC3)n2)CC1,<bos>,C,<0>,C1CCCCC1,<3>,N,C=O,C,S,<0>,c1nc[nH]n1,<2>,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(NCCn1ccc2ccc(F)cc21)c1ccc(Cl)cc1,<bos>,F,<1>,c1ccc2[nH]ccc2c1,<4>,C,C,N,C=O,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1ccc(OC)c(-c2noc(-c3cc(=O)c(OC)co3)n2)c1,<bos>,C,O,<0>,c1ccccc1,<4>,<3>,(,O,C,),<0>,c1ncon1,<2>,<3>,O=c1ccocc1,<6>,O,C,<eos>,,,,,,,,,,,,,,,
Cc1ccsc1C(=O)NCCc1nc(-c2cccnc2)no1,<bos>,C,<0>,c1ccsc1,<4>,C=O,N,C,C,<2>,c1ncon1,<0>,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,
CCOCCCNC(=O)Cn1c(-c2nc[nH]n2)nc2ccccc21,<bos>,C,C,O,C,C,C,N,C=O,C,<4>,c1ccc2[nH]cnc2c1,<5>,<0>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,,,
CCC#Cc1ccccc1NC(=O)c1cc(C)n(CC)c1C,<bos>,C,C,<3>,c1cc[nH]c1,<0>,<2>,(,C,),<4>,(,C,),C=O,N,<5>,c1ccccc1,<0>,<1>,C#C,<0>,C,C,<eos>,,,,,,,,,,
CN(Cc1cnn(C)c1)C(=O)CCn1ccsc1=O,<bos>,C,<3>,c1cn[nH]c1,<0>,C,N,(,C,),C=O,C,C,<2>,O=c1[nH]ccs1,<eos>,,,,,,,,,,,,,,,,,,,
CNC(=O)CSc1nc(=O)n(-c2ccc(C)cc2)c2c1CCC2,<bos>,C,N,C=O,C,S,<3>,O=c1ncc2c([nH]1)CCC2,<6>,<3>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(CCc1ccncc1)N1CCc2ccc(Cl)cc2C1,<bos>,Cl,<1>,c1ccc2c(c1)CCNC2,<8>,C=O,C,C,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc2ccc(-c3[nH]c(S(C)(=O)=O)nc3C)nc12,<bos>,C,O,<2>,c1ccc2ncccc2c1,<5>,<1>,c1c[nH]cn1,<3>,<0>,(,C,),O=[SH2]=O,C,<eos>,,,,,,,,,,,,,,,,,,,
CCOC(=O)CC(C#N)c1cc(OC)ccc1OC,<bos>,C,O,<0>,c1ccccc1,<4>,<3>,(,O,C,),C,(,C#N,),C,C=O,O,C,C,<eos>,,,,,,,,,,,,,,
Cc1ccc(OCC(=O)N2CCC(C(N)=O)c3ccccc32)cc1,<bos>,C,<0>,c1ccccc1,<3>,O,C,C=O,<9>,c1ccc2c(c1)CCCN2,<6>,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccn(CC(=O)N2CCC2)n1)C1CC=CCC1,<bos>,C1CNC1,<2>,C=O,C,<3>,c1cn[nH]c1,<1>,N,C=O,<4>,C1=CCCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CN1CCN(C(=O)c2cc3c(nc4sccn43)s2)CC1,<bos>,C,<5>,C1CNCCN1,<2>,C=O,<0>,c1cc2c(nc3sccn32)s1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)Oc2ccccc2C#N)ccc1N,<bos>,C,<4>,c1ccccc1,<0>,<3>,(,N,),C=O,O,<0>,c1ccccc1,<5>,C#N,<eos>,,,,,,,,,,,,,,,,,,,
COC(=O)c1cc(=O)c2c(OC)cccc2n1-c1ccccc1,<bos>,C,O,<9>,O=c1cc[nH]c2ccccc12,<3>,<4>,(,<0>,c1ccccc1,),C=O,O,C,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nc(-c2ccccc2F)n[nH]1)c1cccc(F)c1,<bos>,F,<4>,c1ccccc1,<0>,C=O,N,<2>,c1nc[nH]n1,<0>,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,,,
CCC(C)NC(=O)CCCC(=O)N1CCOCC1C,<bos>,C,C,C,(,C,),N,C=O,C,C,C,C=O,<5>,C1COCCN1,<0>,C,<eos>,,,,,,,,,,,,,,,,,
Nc1ccc2c(c1)CC(=O)N2Cc1cc(F)ccc1F,<bos>,F,<0>,c1ccccc1,<4>,<3>,(,F,),C,<9>,O=C1Cc2ccccc2N1,<5>,N,<eos>,,,,,,,,,,,,,,,,,,,,
CN(Cc1cccnc1)c1ncnc(NC2CCCCC2)c1N,<bos>,c1ccncc1,<1>,C,N,(,C,),<1>,c1cncnc1,<5>,<0>,(,N,),N,<0>,C1CCCCC1,<eos>,,,,,,,,,,,,,,,,
,<bos>,C,<4>,O=c1[nH]ncc2cocc12,<8>,<11>,(,C,),C=O,N,C,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,
