smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
COc1cc(C(=O)NC2CCCC(C(C)C)C2)cc(NC2CCN(C(=O)OCC(C)C)CC2)n1,<bos>,C,C,(,C,),C,O,C=O,<3>,C1CCNCC1,<0>,N,<4>,c1ccncc1,<0>,<2>,(,O,C,),C=O,N,<4>,C1CCCCC1,<0>,C,(,C,),C,<eos>,,,,,,,,,
Cc1cc(C)nc(N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)n1,<bos>,Cl,<3>,c1ccccc1,<0>,<4>,(,Cl,),O,<0>,C1CCNCC1,<3>,<0>,C1CCNCC1,<3>,<3>,c1cncnc1,<1>,<5>,(,C,),C,<eos>,,,,,,,,,,,,,,,,
CCCCN(c1ccc(Nc2ncc3c(n2)-c2c(nn(C)c2CCCN(C)C)CC3)c(OC)c1)C(C)C,<bos>,C,N,(,C,),C,C,C,<7>,c1ncc2c(n1)-c1c[nH]nc1CC2,<0>,<8>,(,C,),N,<3>,c1ccccc1,<0>,<4>,(,O,C,),N,(,C,(,C,),C,),C,C,C,C,<eos>,,,
CCCCCCNCC(C)(C)COc1ccc(C(C(C)C)C(C)(C)O)cc1,<bos>,C,C,(,C,),(,O,),C,(,C,(,C,),C,),<3>,c1ccccc1,<0>,O,C,C,(,C,),(,C,),C,N,C,C,C,C,C,C,<eos>,,,
Cc1nc(-c2ccccc2)oc1OCCOc1ccc2c(c1)CC[C@H]2CC(=O)O,<bos>,C,<0>,c1cocn1,<1>,<3>,(,<0>,c1ccccc1,),O,C,C,O,<0>,c1ccc2c(c1)CCC2,<8S>,C,C=O,O,<eos>,,,,,,,,,,,,,,,,,,,,
COc1ccc(Cl)cc1Cn1c(=O)oc2ccc(OCc3ccc(C)s3)cc21,<bos>,C,O,<3>,c1ccccc1,<4>,<0>,(,Cl,),C,<2>,O=c1[nH]c2ccccc2o1,<5>,O,C,<2>,c1ccsc1,<4>,C,<eos>,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)N1CCN(CCCNc2cccc3nc(-c4ccc(OC(F)(F)F)cc4)oc23)CC1,<bos>,F,C,(,F,),(,F,),O,<3>,c1ccccc1,<0>,<5>,c1ccc2ocnc2c1,<2>,N,C,C,C,<5>,C1CNCCN1,<2>,O=[SH2]=O,C,<eos>,,,,,,,,,,,,,,,
CCCN(CCCCCCCc1c[nH]cn1)C1CCc2c(cccc2NCC)C1,<bos>,C,C,C,N,(,<8>,c1ccc2c(c1)CCCC2,<5>,N,C,C,),C,C,C,C,C,C,C,<0>,c1c[nH]cn1,<eos>,,,,,,,,,,,,,,,,,,
CC(=O)c1cc(NC(=O)NCc2ccc(S(N)(=O)=O)cc2)cc(-c2ccc(OC(F)(F)F)cc2)c1,<bos>,F,C,(,F,),(,F,),O,<3>,c1ccccc1,<0>,<0>,c1ccccc1,<2>,<4>,(,C=O,C,),N,C=O,N,C,<0>,c1ccccc1,<3>,O=[SH2]=O,N,<eos>,,,,,,,,,,
CC(C)COc1ccc(C[C@H](C)NC(=O)[C@@](C)(Cc2c[nH]c3ccccc23)NC(=O)[C@H](C)NC[C@H]2C[C@@H]2c2ccccc2)cc1,<bos>,C,C,(,C,),C,O,<3>,c1ccccc1,<0>,C,C|S,(,C,),N,C=O,C|R,(,C,<6>,c1ccc2[nH]ccc2c1,),(,C,),N,C=O,C|S,(,C,),N,C,<0S>,C1CC1,<2S>,<0>,c1ccccc1,<eos>
