smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
CCCn1ccnc1Cc1cnc(Cn2cncn2)s1,<bos>,C,C,C,<2>,c1c[nH]cn1,<3>,C,<1>,c1cscn1,<3>,C,<3>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,,,
O=C(NCc1ccc(F)cc1)c1sc2ccccc2c1Cl,<bos>,F,<3>,c1ccccc1,<0>,C,N,C=O,<5>,c1ccc2sccc2c1,<6>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(Cc1coc2cc(-c3ccccc3)ccc12)Nc1nccs1,<bos>,c1cscn1,<3>,N,C=O,C,<6>,c1ccc2occc2c1,<1>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCOc1ccc2[nH]cc(C(=O)NCc3cccs3)c(=O)c2c1,<bos>,C,C,O,<8>,O=c1cc[nH]c2ccccc12,<2>,C=O,N,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCCCN(C)C(=O)c1ccc(SC)nc1,<bos>,C,C,C,C,N,(,C,),C=O,<1>,c1ccncc1,<4>,S,C,<eos>,,,,,,,,,,,,,,,,,,
Cc1cc(C)c(C(=O)NCCc2ccsc2)c(C)c1,<bos>,C,<0>,c1ccccc1,<3>,<2>,(,C,),<4>,(,C,),C=O,N,C,C,<0>,c1ccsc1,<eos>,,,,,,,,,,,,,,
Cc1ccc(OCCN(C)C(=O)CCC(=O)NCC(C)C)cc1,<bos>,C,C,(,C,),C,N,C=O,C,C,C=O,N,(,C,),C,C,O,<3>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,
CCS(=O)(=O)NCCCc1nc2c(s1)CCCC2,<bos>,C,C,O=[SH2]=O,N,C,C,C,<0>,c1nc2c(s1)CCCC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)c(C2=NCCN2C(=O)CCC(C)C)cc1C,<bos>,C,C,(,C,),C,C,C=O,<4>,C1=NCCN1,<0>,<5>,c1ccccc1,<2>,<0>,(,C,),<3>,(,C,),C,<eos>,,,,,,,,,
Cc1csc(NC(=O)CCc2nc(-c3cccs3)no2)n1,<bos>,C,<0>,c1cscn1,<3>,N,C=O,C,C,<2>,c1ncon1,<0>,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,
N#CCCN(Cc1cccs1)c1cccc2cccnc12,<bos>,c1ccsc1,<4>,C,N,(,<2>,c1ccc2ncccc2c1,),C,C,C#N,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(NCCS(=O)(=O)c1ccncc1)c1ccccc1Cl,<bos>,Cl,<5>,c1ccccc1,<0>,C=O,N,C,C,O=[SH2]=O,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,
CC(C)C1CCC(NC(=O)NCc2ccc(C(N)=O)cc2)CC1,<bos>,C,C,(,C,),<0>,C1CCCCC1,<3>,N,C=O,N,C,<0>,c1ccccc1,<3>,C=O,N,<eos>,,,,,,,,,,,,,,,
CCn1ccc(C(=O)NCc2ccc(N3CCOC3=O)cc2)n1,<bos>,C,C,<3>,c1cn[nH]c1,<1>,C=O,N,C,<0>,c1ccccc1,<3>,<2>,O=C1NCCO1,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccc(-c2cn3nc(N)sc3n2)cc1OC,<bos>,N,<4>,c1cn2ncsc2n1,<0>,<0>,c1ccccc1,<3>,<4>,(,O,C,),O,C,<eos>,,,,,,,,,,,,,,,,,,
COc1ccc(Br)cc1NC(=O)NCC1CCOC1,<bos>,C,O,<3>,c1ccccc1,<4>,<0>,(,Br,),N,C=O,N,C,<0>,C1CCOC1,<eos>,,,,,,,,,,,,,,,,,
CCOc1ccccc1-n1cnc(N)c1C#N,<bos>,N,<0>,c1c[nH]cn1,<2>,<1>,(,C#N,),<5>,c1ccccc1,<0>,O,C,C,<eos>,,,,,,,,,,,,,,,,,,
CNC(=O)CCCNC(=O)c1ccc2cc(OC)ccc2n1,<bos>,C,N,C=O,C,C,C,N,C=O,<5>,c1ccc2ncccc2c1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,,,,
Cc1cccc(OCC(=O)NCc2cccnc2-n2cccn2)c1,<bos>,C,<0>,c1ccccc1,<4>,O,C,C=O,N,C,<1>,c1ccncc1,<2>,<3>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,,,,,
CC(=O)NC(CN(C)S(C)(=O)=O)C1C(=O)Nc2ccccc21,<bos>,C,O=[SH2]=O,N,(,C,),C,C,(,<2>,O=C1Cc2ccccc2N1,),N,C=O,C,<eos>,,,,,,,,,,,,,,,,,
CCCn1nc(C(=O)N2CCC(OC)CC2)ccc1=O,<bos>,C,C,C,<6>,O=c1cccn[nH]1,<4>,C=O,<3>,C1CCNCC1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(NCC1(O)CCOCC1)Nc1cnn(-c2ccccc2F)c1,<bos>,F,<5>,c1ccccc1,<0>,<3>,c1cn[nH]c1,<0>,N,C=O,N,C,<0>,C1CCOCC1,<0>,O,<eos>,,,,,,,,,,,,,,,,,
O=C(c1ccco1)N1CCN(Cc2cccc3cccnc23)CC1,<bos>,c1ccoc1,<4>,C=O,<2>,C1CNCCN1,<5>,C,<2>,c1ccc2ncccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)c1ccc(C(=O)N2CCc3ccccc32)cn1,<bos>,N,C=O,<4>,c1ccncc1,<1>,C=O,<8>,c1ccc2c(c1)CCN2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCC(C)C(C)NC(=O)Nc1cccc(C(=O)NC)c1C,<bos>,C,C,C,(,C,),C,(,C,),N,C=O,N,<0>,c1ccccc1,<4>,<5>,(,C,),C=O,N,C,<eos>,,,,,,,,,
Cc1ccc(CC(=O)N2CCCC2c2cnn(C)c2)cc1C#N,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,C#N,),C,C=O,<3>,C1CCNC1,<4>,<0>,c1cn[nH]c1,<3>,C,<eos>,,,,,,,,,,,,,,,
CCc1noc(CC)c1CC(=O)Nc1ccc2c(c1)COC2,<bos>,C,C,<1>,c1cnoc1,<0>,<4>,(,C,C,),C,C=O,N,<0>,c1ccc2c(c1)COC2,<eos>,,,,,,,,,,,,,,,,,
Clc1ccc2[nH]c(COc3ccc(-n4ccnn4)cc3)nc2c1,<bos>,Cl,<0>,c1ccc2[nH]cnc2c1,<5>,C,O,<0>,c1ccccc1,<3>,<2>,c1c[nH]nn1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCCC1CCc2c(sc(=O)n2Cc2cccc(C#N)c2)C1,<bos>,C,C,C,<7>,O=c1[nH]c2c(s1)CCCC2,<2>,C,<0>,c1ccccc1,<4>,C#N,<eos>,,,,,,,,,,,,,,,,,,,,,
CC(=O)NCCCS(=O)(=O)c1ccc(Cl)cc1,<bos>,C,C=O,N,C,C,C,O=[SH2]=O,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)NCc2ccc(OC(C)C)c(F)c2)on1,<bos>,C,C,(,C,),O,<3>,c1ccccc1,<0>,<4>,(,F,),C,N,C=O,<4>,c1cnoc1,<1>,C,<eos>,,,,,,,,,,,,
Nc1nnc(SCC2CC2)n1C1CCCCC1,<bos>,N,<3>,c1nnc[nH]1,<0>,<4>,(,<0>,C1CCCCC1,),S,C,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,
O=C(NCC#Cc1ccc(OC(F)(F)F)cc1)c1ccncc1,<bos>,F,C,(,F,),(,F,),O,<0>,c1ccccc1,<3>,<0>,C#C,<1>,C,N,C=O,<0>,c1ccncc1,<eos>,,,,,,,,,,,,
Cc1ccsc1CNC(=O)CCSc1ccccc1,<bos>,C,<0>,c1ccsc1,<4>,C,N,C=O,C,C,S,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
Nc1ccc2c(c1)nc(-c1cccnc1)n2C(=O)c1ccccc1,<bos>,N,<0>,c1ccc2[nH]cnc2c1,<4>,<5>,(,<1>,c1ccncc1,),C=O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)C(=O)c1cccc(NC(=O)c2ccoc2)c1,<bos>,c1ccccc1,<0>,C,N,(,C,),C=O,<0>,c1ccccc1,<4>,N,C=O,<0>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,
O=C(CCc1ccco1)Nc1ccc(-n2cccn2)cc1,<bos>,c1ccoc1,<4>,C,C,C=O,N,<0>,c1ccccc1,<3>,<3>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,,,
CC1Cc2ccccc2N1CCOc1ccc(S(N)(=O)=O)cc1,<bos>,C,<7>,c1ccc2c(c1)CCN2,<8>,C,C,O,<3>,c1ccccc1,<0>,O=[SH2]=O,N,<eos>,,,,,,,,,,,,,,,,,,,,
CCCNC(=O)C1CCCN(C(=O)C2CC3C=CC2C3)C1,<bos>,C,C,C,N,C=O,<1>,C1CCNCC1,<3>,C=O,<3>,C1=CC2CCC1C2,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C1NC(CC(=O)n2ccnc2)C(=O)Nc2ccccc21,<bos>,c1c[nH]cn1,<2>,C=O,C,<2>,O=C1CNC(=O)c2ccccc2N1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCC(=O)Nc1ccc(OC)cc1N,<bos>,C,O,<0>,c1ccccc1,<3>,<4>,(,N,),N,C=O,C,C,C,C,<eos>,,,,,,,,,,,,,,,,,
CC(CO)NC(=O)C(C)NC(=O)NCCC(C)(C)C,<bos>,C,C,(,C,),(,C,),C,C,N,C=O,N,C,(,C,),C=O,N,C,(,C,),C,O,<eos>,,,,,,,
CC(C)Cc1noc(-c2cc(C(=O)NCc3ccccc3)c[nH]2)n1,<bos>,C,C,(,C,),C,<0>,c1ncon1,<2>,<2>,c1cc[nH]c1,<0>,C=O,N,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,
COC(=O)c1ccc(S(=O)(=O)c2ccc(C(N)=O)cc2)cc1,<bos>,C,O,C=O,<0>,c1ccccc1,<3>,O=[SH2]=O,<0>,c1ccccc1,<3>,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(CCCCNC(=O)c1cccnc1)Oc1ccccc1,<bos>,c1ccncc1,<1>,C=O,N,C,C,C,C,C=O,O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
CCc1cccc(CS(=O)(=O)N(C)Cc2cc(C)on2)c1,<bos>,C,<4>,c1cnoc1,<1>,C,N,(,C,),O=[SH2]=O,C,<4>,c1ccccc1,<0>,C,C,<eos>,,,,,,,,,,,,,,,,
O=C(CCN1CCOCC1)Nc1ncc(-c2cccnc2)s1,<bos>,C1COCCN1,<5>,C,C,C=O,N,<3>,c1cscn1,<1>,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1ccc(-c2n[nH]c(Sc3ccccc3)n2)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,<0>,c1nc[nH]n1,<2>,S,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(CNc2nccn(-c3ccc(C)c(C)c3)c2=O)cc1,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,C,),<6>,O=c1cncc[nH]1,<2>,N,C,<3>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,,,,,
COCCC1CN(Cc2ccc(C#N)cc2)CCO1,<bos>,C,O,C,C,<1>,C1COCCN1,<5>,C,<0>,c1ccccc1,<3>,C#N,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(NCCc1ccncc1)c1ccc(Br)cc1F,<bos>,F,<4>,c1ccccc1,<3>,<0>,(,Br,),C=O,N,C,C,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,
c1cncc(-c2nc3sc4c(n3n2)CCNC4)c1,<bos>,c1ccncc1,<1>,<0>,c1nc2sc3c(n2n1)CCNC3,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)n2cc(C(C)NC(=O)c3ccc(F)c(F)c3)nc2n1,<bos>,C,<8>,c1cnc2nccn2c1,<5>,<1>,(,C,),C,(,C,),N,C=O,<0>,c1ccccc1,<3>,<4>,(,F,),F,<eos>,,,,,,,,,,
CCSc1nnnn1Cc1ccccc1OC,<bos>,C,C,S,<0>,c1nnn[nH]1,<4>,C,<0>,c1ccccc1,<5>,O,C,<eos>,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)c1cc(F)c(S(=O)(=O)N2CCOCC2)c(F)c1,<bos>,C,N,(,C,),C=O,<0>,c1ccccc1,<3>,<2>,(,F,),<4>,(,F,),O=[SH2]=O,<5>,C1COCCN1,<eos>,,,,,,,,,,,,
CC(=O)Nc1ccc(F)c(CN(C)C(=O)COc2ccc(C)cc2)c1,<bos>,C,C=O,N,<0>,c1ccccc1,<4>,<3>,(,F,),C,N,(,C,),C=O,C,O,<0>,c1ccccc1,<3>,C,<eos>,,,,,,,,,,
CC1CC(OC(=O)Cc2ccc3c(c2)CCO3)C(=O)O1,<bos>,C,<4>,O=C1CCCO1,<2>,O,C=O,C,<0>,c1ccc2c(c1)CCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,
O=C(Cc1cc(N2CCCC2=O)ccc1Cl)Nc1cccc(OC(F)F)c1,<bos>,F,C,(,F,),O,<4>,c1ccccc1,<0>,N,C=O,C,<4>,c1ccccc1,<0>,<3>,(,Cl,),<5>,O=C1CCCN1,<eos>,,,,,,,,,,,
CC(C)N(c1nnc(SCC#N)s1)C1CCC1,<bos>,C,C,(,C,),N,(,<0>,C1CCC1,),<0>,c1nncs1,<3>,S,C,C#N,<eos>,,,,,,,,,,,,,,,,
Cn1nccc1CNC(=O)Nc1cccc2cccnc12,<bos>,C,<3>,c1cn[nH]c1,<4>,C,N,C=O,N,<2>,c1ccc2ncccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=S(=O)(Nc1ccccc1)N1CCCCCC1,<bos>,c1ccccc1,<0>,N,O=[SH2]=O,<4>,C1CCCNCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)CN(C)C(=O)CCCOc1ccccc1,<bos>,C,N,(,C,),C=O,C,N,(,C,),C=O,C,C,C,O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,
Cc1cccc(CCNc2cnc3ccccc3n2)n1,<bos>,C,<2>,c1ccncc1,<4>,C,C,N,<5>,c1ccc2nccnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Nc1cc(OCCc2ccccn2)c(F)c(Br)n1,<bos>,F,<5>,c1ccncc1,<0>,<2>,(,N,),<4>,(,Br,),O,C,C,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,
Cc1cc(N2C(CC(N)=O)CCC3(CCC(=O)NC3)C2C)ncn1,<bos>,C,<1>,c1cncnc1,<5>,<8>,O=C1CCC2(CCCNC2)CN1,<7>,<9>,(,C,),C,C=O,N,<eos>,,,,,,,,,,,,,,,,,,
CCCc1cc(C(=O)NCc2cnc(C)s2)[nH]n1,<bos>,C,C,C,<1>,c1cn[nH]c1,<4>,C=O,N,C,<1>,c1cscn1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccc(NC(=O)Cn2c(C)cc3ccccc32)cc1,<bos>,C,O,C=O,<0>,c1ccccc1,<3>,N,C=O,C,<4>,c1ccc2[nH]ccc2c1,<5>,C,<eos>,,,,,,,,,,,,,,,,,,,
c1ccc(-c2noc(CCn3cncn3)n2)cc1,<bos>,c1ccccc1,<0>,<0>,c1ncon1,<2>,C,C,<3>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCc1cccc(C)c1NC(=O)CSc1ncn[nH]1,<bos>,C,C,<0>,c1ccccc1,<5>,<4>,(,C,),N,C=O,C,S,<2>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,
CC(=O)N1CCc2cc(C(=O)OCc3ccc(Cl)cc3)ccc21,<bos>,C,C=O,<8>,c1ccc2c(c1)CCN2,<0>,C=O,O,C,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,
CC(C)CCNC(=O)c1ccccc1NC(=O)c1ccc(C#N)cc1,<bos>,C,C,(,C,),C,C,N,C=O,<0>,c1ccccc1,<5>,N,C=O,<0>,c1ccccc1,<3>,C#N,<eos>,,,,,,,,,,,,,,
O=C(NCc1ccnc(OC2CCC2)c1)c1ccc2c(c1)OCO2,<bos>,C1CCC1,<0>,O,<4>,c1ccncc1,<0>,C,N,C=O,<0>,c1ccc2c(c1)OCO2,<eos>,,,,,,,,,,,,,,,,,,,,,
NC(=O)c1ccc(NCC(=O)NCCCc2ccc(F)cc2)cc1,<bos>,N,C=O,<0>,c1ccccc1,<3>,N,C,C=O,N,C,C,C,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,
NC(=O)NCCCCOc1ccc(Cl)cc1Cl,<bos>,Cl,<0>,c1ccccc1,<3>,<4>,(,Cl,),O,C,C,C,C,N,C=O,N,<eos>,,,,,,,,,,,,,,,,
CN(Cc1ccc(F)cn1)C(=O)C1Cc2ccccc2C(=O)O1,<bos>,F,<1>,c1ccncc1,<4>,C,N,(,C,),C=O,<3>,O=C1OCCc2ccccc21,<eos>,,,,,,,,,,,,,,,,,,,,
COc1ccc(OC)c(-c2noc(C3CC(=O)N(C)C3)n2)c1,<bos>,C,O,<0>,c1ccccc1,<4>,<3>,(,O,C,),<0>,c1ncon1,<2>,<3>,O=C1CCCN1,<5>,C,<eos>,,,,,,,,,,,,,,,
CCc1c(C#N)nnn1-c1nc(C)c(C)s1,<bos>,C,<0>,c1cscn1,<3>,<1>,(,C,),<2>,c1c[nH]nn1,<1>,<0>,(,C#N,),C,C,<eos>,,,,,,,,,,,,,,,
CCNC(=O)CN1c2ccccc2NCC1C(C)C,<bos>,C,C,(,C,),<8>,c1ccc2c(c1)NCCN2,<9>,C,C=O,N,C,C,<eos>,,,,,,,,,,,,,,,,,,,
CCn1ncc(C(=O)NC2CCCCNC2=O)c1C,<bos>,C,C,<3>,c1cn[nH]c1,<0>,<4>,(,C,),C=O,N,<2>,O=C1CCCCCN1,<eos>,,,,,,,,,,,,,,,,,,,
Cc1ccc(OC(C)C(=O)NCc2cccc(C#N)c2)cc1,<bos>,C,<3>,c1ccccc1,<0>,O,C,(,C,),C=O,N,C,<0>,c1ccccc1,<4>,C#N,<eos>,,,,,,,,,,,,,,,,
