smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
N#Cc1c(N)ncnc1OCCOc1cnc(N)nc1N,<bos>,N,<5>,c1cncnc1,<1>,<0>,(,C#N,),O,C,C,O,<0>,c1cncnc1,<3>,<5>,(,N,),N,<eos>,,,,,,,,,,,,,,,,,,,
Cn1cc(F)cc(NC(=O)c2ccc(-c3ccc(F)cc3)o2)c1=O,<bos>,C,<6>,O=c1cccc[nH]1,<2>,<4>,(,F,),N,C=O,<4>,c1ccoc1,<2>,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(C)N1CCC(c2cc3cc(C(=O)Nc4cccc(Cl)c4)ccc3o2)CC1,<bos>,C,C,(,C,),<3>,C1CCNCC1,<0>,<5>,c1ccc2occc2c1,<0>,C=O,N,<0>,c1ccccc1,<4>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,
CN(C)CCOCCOc1ccc2c(c1)CCn1nc(-c3ccc(NCc4ccsc4)cc3)c(C(N)=O)c1N2,<bos>,C,N,(,C,),C,C,O,C,C,O,<0>,c1ccc2c(c1)CCn1nccc1N2,<10>,<11>,(,C=O,N,),<0>,c1ccccc1,<3>,N,C,<0>,c1ccsc1,<eos>,,,,,,,,,,,,,
COc1ccc(-n2c(CCN3C(=O)c4cccc5cc(O)cc(c45)C3=O)nc3ccccc3c2=O)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,<2>,O=c1[nH]cnc2ccccc12,<3>,C,C,<2>,O=C1NC(=O)c2cccc3cccc1c23,<7>,O,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(Nc2nc(-c3ccc(F)cc3)c(C(=O)N3CCC(c4nnc(-c5ccccn5)[nH]4)CC3)[nH]2)c1C,<bos>,C,<0>,c1ccccc1,<4>,<5>,(,C,),N,<3>,c1c[nH]cn1,<1>,<0>,(,<0>,c1ccccc1,<3>,F,),C=O,<3>,C1CCNCC1,<0>,<0>,c1nnc[nH]1,<3>,<2>,c1ccncc1,<eos>,,,,,,,,,,,
COC(=O)CCCc1ccc(OCc2ccc(-c3cc(C(C)(C)O)cc(N)n3)o2)c(C)c1,<bos>,C,C,(,C,),(,O,),<0>,c1ccncc1,<2>,<4>,(,N,),<2>,c1ccoc1,<4>,C,O,<3>,c1ccccc1,<0>,<4>,(,C,),C,C,C,C=O,O,C,<eos>,,,,,,
CN1CCC(OC(=O)NC(C)(C)c2ccccc2C(F)(F)F)(S(=O)(=O)c2ccccc2)CC1,<bos>,F,C,(,F,),(,F,),<5>,c1ccccc1,<0>,C,(,C,),(,C,),N,C=O,O,<0>,C1CCNCC1,<0>,<3>,(,C,),O=[SH2]=O,<0>,c1ccccc1,<eos>,,,,,,,,
Cc1[nH]ncc1-c1ncnn2c(C)nc(-c3ccc(C(C)C)nc3)c12,<bos>,C,<4>,c1cn[nH]c1,<0>,<2>,c1ncc2cncn2n1,<4>,<6>,(,C,),<1>,c1ccncc1,<4>,C,(,C,),C,<eos>,,,,,,,,,,,,,,,,,,,,
CCS(=O)(=O)c1ccc(O)c(C)c1-c1ccc(S(=O)(=O)N2CCC[C@H](N)C2)cc1,<bos>,C,C,O=[SH2]=O,<0>,c1ccccc1,<5>,<4>,(,C,),<3>,(,O,),<0>,c1ccccc1,<3>,O=[SH2]=O,<3>,C1CCNCC1,<1S>,N,<eos>,,,,,,,,,,,,,,,,,
