loss,running_loss,mode,lr
0.7013254761695862,1.2417223476652712,Train,0.001
0.8941721320152283,0.6880967225685579,Eval,
0.6376476883888245,0.5462497244344411,Train,0.001
0.8358601927757263,0.6034863894574463,Eval,
0.4686674475669861,0.4992804764587065,Train,0.001
0.7827355861663818,0.5709518616280699,Eval,
0.5506550669670105,0.4826219315833237,Train,0.001
0.7705637216567993,0.5594021118578206,Eval,
0.5147464275360107,0.47250897922168317,Train,0.001
0.7360183000564575,0.5498408359125634,Eval,
0.574823260307312,0.4651346400528219,Train,0.001
0.7319653034210205,0.5419267283482943,Eval,
0.6246210336685181,0.45965015380813024,Train,0.001
0.7397983074188232,0.5388436706819518,Eval,
0.46451830863952637,0.45514056535761316,Train,0.001
0.7171701788902283,0.5320301622913595,Eval,
0.5824331641197205,0.4510096003955087,Train,0.001
0.715421199798584,0.529159496472259,Eval,
0.5494787693023682,0.4480597329045208,Train,0.001
0.7057744264602661,0.5263743633747997,Eval,
