smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
CCNc1cccc(C(=O)N2CCCC(CO)C2)n1,<bos>,C,C,N,<2>,c1ccncc1,<4>,C=O,<3>,C1CCNCC1,<1>,C,O,<eos>,,,,,,,,,,,,,,,,,,,,,
COCCN(Cc1cnn(C)c1)c1ccccc1C,<bos>,C,<3>,c1cn[nH]c1,<0>,C,N,(,<5>,c1ccccc1,<0>,C,),C,C,O,C,<eos>,,,,,,,,,,,,,,,,,
O=S(=O)(c1cccnc1)N(CCc1ccc(F)cc1)C1CC1,<bos>,c1ccncc1,<1>,O=[SH2]=O,N,(,<0>,C1CC1,),C,C,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,,
O=C1NCCOC2CN(C(=O)C3CCOCC3)CCC12,<bos>,C1CCOCC1,<0>,C=O,<8>,O=C1NCCOC2CNCCC12,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOC(=O)c1ccc(S(=O)(=O)N(C)C)cc1,<bos>,C,N,(,C,),O=[SH2]=O,<3>,c1ccccc1,<0>,C=O,O,C,C,C,C,<eos>,,,,,,,,,,,,,,,,,,
Cc1ccc(C(=O)NCCOC(=O)c2ccc(C#N)cc2)cc1,<bos>,C,<0>,c1ccccc1,<3>,C=O,N,C,C,O,C=O,<0>,c1ccccc1,<3>,C#N,<eos>,,,,,,,,,,,,,,,,,,,
CCCN(C)C(=O)c1cccc(OCC(F)F)n1,<bos>,F,C,(,F,),C,O,<4>,c1ccncc1,<2>,C=O,N,(,C,),C,C,C,<eos>,,,,,,,,,,,,,,,
CCCCC(C)C(=O)N1CCC(OCC(C)C)CC1,<bos>,C,C,(,C,),C,O,<0>,C1CCNCC1,<3>,C=O,C,(,C,),C,C,C,C,<eos>,,,,,,,,,,,,,,
O=C(NC1CCCC1)C1COC(=O)N1Cc1ccco1,<bos>,C1CCCC1,<0>,N,C=O,<3>,O=C1NCCO1,<2>,C,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
,<bos>,C,C=O,<0>,c1ccccc1,<4>,<2>,(,F,),O,O=[SH2]=O,<4>,c1ccc2c(c1)OCO2,<eos>,,,,,,,,,,,,,,,,,,,,
CCCS(=O)(=O)NC1C(=O)Nc2cc(F)ccc21,<bos>,C,C,C,O=[SH2]=O,N,<2>,O=C1Cc2ccccc2N1,<6>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)CN(C(=O)c1ccncc1F)C(C)C,<bos>,F,<5>,c1ccncc1,<0>,C=O,N,(,C,(,C,),C,),C,C=O,N,C,<eos>,,,,,,,,,,,,,,,,
CCOC(=O)Cc1csc(NC(=O)c2snnc2C)n1,<bos>,C,C,O,C=O,C,<0>,c1cscn1,<3>,N,C=O,<1>,c1csnn1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,
CSc1nccn1-c1ccc(C(=O)Nc2cccc(F)c2)cc1,<bos>,C,S,<3>,c1c[nH]cn1,<2>,<0>,c1ccccc1,<3>,C=O,N,<0>,c1ccccc1,<4>,F,<eos>,,,,,,,,,,,,,,,,,,,
Cc1cc(NC(=O)Cn2nc3c4ccccc4ncn3c2=O)no1,<bos>,C,<4>,c1cnoc1,<1>,N,C=O,C,<2>,O=c1[nH]nc2c3ccccc3ncn12,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(Br)cc1CNC(=O)NC1CC1,<bos>,C,O,<3>,c1ccccc1,<4>,<0>,(,Br,),C,N,C=O,N,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,
Cc1ccc(N2CC(C(=O)NCc3cccs3)CC2=O)c(C)c1,<bos>,C,<0>,c1ccccc1,<3>,<4>,(,C,),<5>,O=C1CCCN1,<3>,C=O,N,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,
CCCCCNC(=O)c1cc(NC(C)=O)ccc1F,<bos>,C,C,C,C,C,N,C=O,<4>,c1ccccc1,<0>,<3>,(,F,),N,C=O,C,<eos>,,,,,,,,,,,,,,,,
O=C(Nc1nc(-c2ccncc2)cs1)c1ccc2nc[nH]c2c1,<bos>,c1ccncc1,<0>,<0>,c1cscn1,<3>,N,C=O,<1>,c1ccc2[nH]cnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
