smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
CC(NS(=O)(=O)c1ccc(Oc2ccccc2)cc1)C(=O)O,<bos>,c1ccccc1,<0>,O,<3>,c1ccccc1,<0>,O=[SH2]=O,N,C,(,C,),C=O,O,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc(-n2cc(C(N)=O)c(=O)c3cnc(NCc4cccc(CN(C)C)c4)nc32)c1,<bos>,C,N,(,C,),C,<4>,c1ccccc1,<0>,C,N,<7>,O=c1cc[nH]c2ncncc12,<2>,<4>,(,<4>,c1ccccc1,<0>,O,C,),C=O,N,<eos>,,,,,,,,,,,,,,,
N#Cc1ccc(Nc2nc3c(S(=O)(=O)c4ccc(F)cc4)nnn3c3ccsc23)cc1,<bos>,F,<3>,c1ccccc1,<0>,O=[SH2]=O,<7>,c1cc2c(cnc3cnnn32)s1,<4>,N,<0>,c1ccccc1,<3>,C#N,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Cc1ccccc1)NC(CN1CCC[C@@H](Cc2ccc(-c3ccccc3)cc2)C1)c1cncc(F)c1,<bos>,F,<5>,c1ccncc1,<1>,C,(,C,<3>,C1CCNCC1,<1S>,C,<0>,c1ccccc1,<3>,<0>,c1ccccc1,),N,C=O,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,
O=C([C@H]1Cc2c(O)cccc2CN1C(=O)NO)N1CCN(CCOc2ccc(O)cc2)CC1,<bos>,O,N,C=O,<8>,c1ccc2c(c1)CCNC2,<7R>,<5>,(,O,),C=O,<2>,C1CNCCN1,<5>,C,C,O,<0>,c1ccccc1,<3>,O,<eos>,,,,,,,,,,,,,,,,,,
CC[C@H](NC(=O)Nc1cc2[nH]nc(-c3cnc(Cl)nc3)c2cn1)c1ccccc1,<bos>,c1ccccc1,<0>,C|S,(,C,C,),N,C=O,N,<0>,c1cc2[nH]ncc2cn1,<5>,<0>,c1cncnc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)c1c(-c2ccc(CCCl)cc2)[nH]c2ccccc12,<bos>,Cl,C,C,<3>,c1ccccc1,<0>,<5>,c1ccc2[nH]ccc2c1,<6>,C=O,N,C,(,C,),(,C,),C,<eos>,,,,,,,,,,,,,,,,,,,,
CN(C)CCOc1ccc(-c2nc3ncccc3nc2NC(=O)Nc2ccc(Cl)cc2)cc1,<bos>,C,N,(,C,),C,C,O,<3>,c1ccccc1,<0>,<5>,c1cnc2nccnc2c1,<6>,N,C=O,N,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,,,
,<bos>,C,N,C,<2>,c1cn[nH]c1,<1>,<4>,(,C=O,O,),N,C=O,O,C,(,C,),<1>,C=N,<0>,<0>,(,N,),N,<eos>,,,,,,,,,,,,,
CC(C)(C)OC(=O)Nc1ccc(-c2nc3c([nH]2)CN(CCCNS(C)(=O)=O)CC3)cc1,<bos>,C,C,(,C,),(,C,),O,C=O,N,<0>,c1ccccc1,<3>,<0>,c1nc2c([nH]1)CNCC2,<6>,C,C,C,N,O=[SH2]=O,C,<eos>,,,,,,,,,,,,,,,,
