smiles,0
O=C(NCCc1nc2c(c(C(F)(F)F)n1)CCC2)c1ccccn1,O=C(NCCc1nc2c(c(C(F)(F)F)n1)CCC2)c1ccccn1
O=c1ccn(CC2NCCc3ccc(C(F)(F)F)cc32)cn1,O=c1ccn(CC2NCCc3ccc(C(F)(F)F)cc32)cn1
O=C(Cc1ccc[nH]1)NCCc1nnc2n1CCCCC2,O=C(Cc1ccc[nH]1)NCCc1nnc2n1CCCCC2
Cc1noc(NC(=O)C(C)Sc2cccc(C(F)(F)F)c2)n1,Cc1noc(NC(=O)C(C)Sc2cccc(C(F)(F)F)c2)n1
O=C(NCCNc1cccnc1)NCC1Cc2ccccc2O1,O=C(NCCNc1cccnc1)NCC1Cc2ccccc2O1
CCc1csc(C(C)NC(=O)CC(CC)CC)n1,CCC(CC)CC(=O)NC(C)c1nc(CC)cs1
Cc1c(C(=O)N2CCCN(CC(F)F)CC2)oc2ccc(F)cc12,Cc1c(C(=O)N2CCCN(CC(F)F)CC2)oc2ccc(F)cc12
Cc1cccc(OC(=O)CCNC(=O)N2CCOC(C)(C)C2)c1C,Cc1cccc(OC(=O)CCNC(=O)N2CCOC(C)(C)C2)c1C
CC(C)CCn1cccc1CN1CCOC2CCCC21,CC(C)CCn1cccc1CN1CCOC2CCCC21
O=C(Nc1cc(N2CCCCC2)ncn1)c1ccco1,O=C(Nc1cc(N2CCCCC2)ncn1)c1ccco1
O=C(NCCc1cn2ccccc2n1)c1cccnc1N1CCCC1,O=C(NCCc1cn2ccccc2n1)c1cccnc1N1CCCC1
O=C(NCCc1ccc(F)cc1)N1CCC(N2CCCC2=O)CC1,O=C1CCCN1C1CCN(C(=O)NCCc2ccc(F)cc2)CC1
N#CCCNC(=O)Cc1cccn1-c1ccccc1,N#CCCNC(=O)Cc1cccn1-c1ccccc1
O=C(Nc1ccc(-n2cncn2)cc1)N1CCCC1Cn1cccn1,O=C(Nc1ccc(-n2cncn2)cc1)N1CCCC1Cn1cccn1
CCOCCOC(=O)c1cnn(C)c1-n1cccc1,CCOCCOC(=O)c1cnn(C)c1-n1cccc1
COCc1ccccc1C(=O)N(C)CC1(C)COC1,COCc1ccccc1C(=O)N(C)CC1(C)COC1
Cc1cc(N2CCN(C(=O)c3ccc(C(N)=O)cc3)CC2)no1,Cc1cc(N2CCN(C(=O)c3ccc(C(N)=O)cc3)CC2)no1
COc1cc(C(O)C(C)NC(C)=O)cc(Br)c1OC,COc1cc(C(O)C(C)NC(C)=O)cc(Br)c1OC
Nc1cccc(Oc2ncccc2CNc2ccccc2)c1,Nc1cccc(Oc2ncccc2CNc2ccccc2)c1
Cc1cc2nc(C(C)C)n(CC(=O)NC3CC3)c2cc1C,Cc1cc2nc(C(C)C)n(CC(=O)NC3CC3)c2cc1C
Cc1ccc(NC(=O)CC(C#N)c2ccccc2)cc1,Cc1ccc(NC(=O)CC(C#N)c2ccccc2)cc1
CS(=O)(=O)NCCCNC(=O)NCc1coc(-c2cccs2)n1,CS(=O)(=O)NCCCNC(=O)NCc1coc(-c2cccs2)n1
CC(C)CN1C(=O)CCC2CN(C(=O)OC(C)(C)C)CCC21,CC(C)(C)OC(=O)N1CCC2C(CCC(=O)N2CC(C)C)C1
CC(Nc1cccc(N2CCOC2=O)c1)c1ccc2c(c1)OCO2,CC(Nc1cccc(N2CCOC2=O)c1)c1ccc2c(c1)OCO2
CNC(=O)C1CCCN(C(=O)Nc2ccccc2OC)C1,CNC(=O)C1CCCN(C(=O)Nc2ccccc2OC)C1
CC(=O)c1cc(-c2ccc(F)cc2)n(C2CCCC2)c1N,CC(=O)c1cc(-c2ccc(F)cc2)n(C2CCCC2)c1N
O=C(Nc1cccc(Cl)c1)c1cccc2ccoc12,O=C(Nc1cccc(Cl)c1)c1cccc2ccoc12
O=C(c1cccc(NCc2nc3ccccc3s2)c1)N1CCCC1,O=C(c1cccc(NCc2nc3ccccc3s2)c1)N1CCCC1
