smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
COC(=O)N1CCN(C)C(=O)[C@@H]1[C@H]1CCC[C@H](NS(=O)(=O)c2ccc(Cl)s2)[C@H]1F,<bos>,Cl,<2>,c1ccsc1,<4>,O=[SH2]=O,N,<2S>,C1CCCCC1,<4R>,<3S>,(,F,),<2S>,O=C1CNCCN1,<3>,<6>,(,C,),C=O,O,C,<eos>,,,,,,,,,,,,,,,,
O=C(Nc1cc(O)c(O)c(Cn2ccc3ccccc32)c1)c1ccccc1,<bos>,c1ccccc1,<0>,C=O,N,<0>,c1ccccc1,<4>,<3>,(,O,),<2>,(,O,),C,<4>,c1ccc2[nH]ccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,
Nc1ccc(Oc2c(-c3ccccc3)cnc3nc(O)ccc23)cc1,<bos>,N,<3>,c1ccccc1,<0>,O,<7>,c1cnc2ncccc2c1,<1>,<6>,(,<0>,c1ccccc1,),O,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
NC[C@@H](CC(F)(F)F)c1cc(Br)c2nccc(C(=O)NC3C4CC5CC3CC(O)(C5)C4)c2c1,<bos>,F,C,(,F,),(,F,),C,C|S,(,C,N,),<0>,c1ccc2ncccc2c1,<7>,<2>,(,Br,),C=O,N,<2>,C1C2CC3CC1CC(C2)C3,<7>,O,<eos>,,,,,,,,,,,,
COC(=O)COc1ncc(CNC=C(C#N)C(=O)NC2C3CC4CC2CC(O)(C4)C3)s1,<bos>,O,<7>,C1C2CC3CC1CC(C2)C3,<2>,N,C=O,<1>,C=C,<0>,<1>,(,C#N,),N,C,<1>,c1cscn1,<3>,O,C,C=O,O,C,<eos>,,,,,,,,,,,,,,,,
NC(=O)N[C@@H](Cc1ccc(OCCC2CCCCC2)cc1)C(=O)N1CCC2(CCCC2)CC1,<bos>,N,C=O,N,C|S,(,C=O,<7>,C1CCC2(C1)CCNCC2,),C,<0>,c1ccccc1,<3>,O,C,C,<0>,C1CCCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1c(NCc2ccc(OC(F)(F)F)cc2)nc(N2CCOCC2)[nH]c1=O,<bos>,F,C,(,F,),(,F,),O,<3>,c1ccccc1,<0>,C,N,<3>,O=c1ccnc[nH]1,<2>,<5>,(,<5>,C1COCCN1,),C,<eos>,,,,,,,,,,,,,,,,
O=C(NC(c1ccncc1)c1ccc(C(F)(F)F)cc1)c1cccc2ccccc12,<bos>,F,C,(,F,),(,F,),<3>,c1ccccc1,<0>,C,(,N,C=O,<2>,c1ccc2ccccc2c1,),<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,
COc1cccc(OC)c1OCC(=O)O,<bos>,O,C=O,C,O,<5>,c1ccccc1,<0>,<4>,(,O,C,),O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
,<bos>,Cl,<3>,c1ccccc1,<0>,C|S,(,C,),N,<6>,O=S1(=O)CCOC=N1,<3>,<3>,(,C,),<4>,(,C,),<5>,(,C,),C,<eos>,,,,,,,,,,,,,,
,<bos>,C,<3>,c1cn[nH]c1,<4>,<1>,(,C,C,C,C,),N,C=O,<4>,c1cnc2ccnn2c1,<1>,<3>,C1CCNC1,<0S>,<3>,(,C,),C,<eos>,,,,,,,,,,,,,,,
Cc1ccc(-c2ccc(S(=O)(=O)N(C)[C@H]3CCN(C(=S)Nc4ccccc4)C3)cc2)s1,<bos>,c1ccccc1,<0>,N,C=S,<3>,C1CCNC1,<0S>,N,(,O=[SH2]=O,<0>,c1ccccc1,<3>,<2>,c1ccsc1,<4>,C,),C,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(O)C(c1cccc(Cl)c1)c1ccc2c(c1)OCCO2,<bos>,c1ccc2c(c1)OCCO2,<0>,C,(,<0>,c1ccccc1,<4>,Cl,),C=O,O,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc2nc(C)nc(N3CCOC(C)C3)c2c1,<bos>,C,<3>,C1COCCN1,<5>,<7>,c1ccc2ncncc2c1,<0>,<5>,(,C,),O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
Clc1cccc2c(C3CCN(CCc4ccccc4)CC3)c(Cc3cccnc3)[nH]c12,<bos>,Cl,<2>,c1ccc2[nH]ccc2c1,<5>,<6>,(,<0>,C1CCNCC1,<3>,C,C,<0>,c1ccccc1,),C,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)Cc1cccc2c1c(CCN1CCN(c3ccccn3)CC1)c(C(C)C)n2Cc1ccccc1,<bos>,c1ccncc1,<2>,<5>,C1CNCCN1,<2>,C,C,<6>,c1ccc2[nH]ccc2c1,<8>,<4>,(,C,<0>,c1ccccc1,),<5>,(,C,(,C,),C,),C,C=O,O,C,C,<eos>,,,,,,,,,,
NS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)cc3)CC3(CC3)C2)cc1,<bos>,Cl,<3>,c1ccccc1,<0>,<1>,C1=CCC2(C1)CC2,<0>,<3>,c1ccccc1,<0>,O=[SH2]=O,N,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(COc2cncc(C#N)c2SC(C(=O)O)c2ccccc2Cl)cn1,<bos>,O,C=O,C,(,<0>,c1ccccc1,<5>,Cl,),S,<0>,c1ccncc1,<5>,<1>,(,C#N,),O,C,<1>,c1ccncc1,<4>,O,C,<eos>,,,,,,,,,,,,,,,
O=C(O)C=C(C(=O)c1cccc(Cl)c1)c1cccc2cc[nH]c12,<bos>,c1ccc2[nH]ccc2c1,<2>,<0>,C=C,<0>,<1>,(,C=O,O,),C=O,<0>,c1ccccc1,<4>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CN(C(=O)Nc1ccc(F)c(Cl)c1)[C@H](CO)C1CCC(N(CC2CC2)S(C)(=O)=O)CC1,<bos>,F,<3>,c1ccccc1,<0>,<4>,(,Cl,),N,C=O,N,(,C,),C|S,(,C,O,),<3>,C1CCCCC1,<0>,N,(,C,<0>,C1CC1,),O=[SH2]=O,C,<eos>,,,,,,,,,
Cn1ncc(NC(=O)c2ccccc2)c1Nc1ccc(-c2coc(CN3CCS(=O)(=O)CC3)c2)cc1,<bos>,O=S1(=O)CCNCC1,<5>,C,<2>,c1ccoc1,<0>,<0>,c1ccccc1,<3>,N,<4>,c1cn[nH]c1,<3>,<0>,(,N,C=O,<0>,c1ccccc1,),C,<eos>,,,,,,,,,,,,,,,,,,
CC(CS(C)(=O)=O)Nc1ncc([C@H]2C[C@@H]3CC[C@H]2N3)cc1Cl,<bos>,C,O=[SH2]=O,C,C,(,C,),N,<4>,c1ccncc1,<1>,<5>,(,Cl,),<0R>,C1CC2CCC1N2|2S5R,<eos>,,,,,,,,,,,,,,,,,,,,,,
CN(C)CCC(O)CN1CCN(c2cccc(C(F)(F)F)c2F)CC1,<bos>,F,C,(,F,),(,F,),<4>,c1ccccc1,<0>,<5>,(,F,),<5>,C1CNCCN1,<2>,C,C,(,O,),C,C,N,(,C,),C,<eos>,,,,,,,,,
Cc1c(C(=O)N2CCc3nc(-c4ncccc4C(F)(F)F)[nH]c3C2)sc2ccc(Cl)cc12,<bos>,Cl,<0>,c1ccc2sccc2c1,<5>,<6>,(,C,),C=O,<6>,c1nc2c([nH]1)CNCC2,<0>,<2>,c1ccncc1,<1>,C,(,F,),(,F,),F,<eos>,,,,,,,,,,,,,,,,
