smiles,0
CC(C)c1cn(C(=O)Nc2ccc3ncccc3c2)c2ncncc12,*C&*C(*)C&*N1C=C(*)C2=CN=CN=C21&*C(=O)N*&*C1=CC=C2N=CC=CC2=C1&&&
COc1ccc(CCCCN2CCC(NNC(C)=O)CC2)cn1,*C&*O*&*C*&*C1=CC=C(*)C=N1&*C(=O)N*&*C*&*C*&*C*&*C*&*N1CCC(*)CC1&*N*&*C1=CC2=C(C=C1)C(*)=CC1=C2C=CC=
CCCCc1c(N2C(=O)C(=NCC(=O)O)SC2=S)c2c(C)cccc2n(C)c1=O,*C&*C*&*C*&*C*&*N1C(=O)C(*)=C(*)C2=C1C=CC=C2*&*C&&*C&*N=C1SC(=S)N(*)C1=O^*C*&*C(=O)O&&&
O=C(NCCCN1CCN(c2ccccc2Cl)CC1)c1noc2ccccc12,*NC(=O)C1=NOC2=C1C=CC=C2&*C*&*C*&*C*&*N1CCN(*)CC1&*C1=CC=CC=C1*&*Cl&&&
CCCNC(=O)C(C)NC(C)=O,*C&*C*&*C*&*C*&*[C@H](*)*&*NC(*)=O&*C^*C(=O)N*&&*[C@H]1C2=CC=CC=C2C=CC[C@H](*)NC(=O)[C@H](*)NC(=O)[C
N#CC(CBr)=C(N)Sc1ccc(-n2cnc(Nc3ccc4ccccc4c3)n2)cc1,*C#N&*C(*)=C(*)*&*N&&*S*^*C1=CC=C(*)C=C1^*C*^*N1C=NC(N*)=N1&*Br&*C1=CC2=CC=CC=C2C=C1&&&&&
O=[N+]([O-])c1ccccc1OCc1ccccc1C=Cc1cccnc1,*C=C*&*C1=CC=CC=C1*&*C*^*C1=CC=CN=C1^*O*&&&*C1=C(*)C=CC=C1&*[N+](=O)[O-]&&&
O=C1CCN(C(=O)N[C@@H]2CCc3cc(Oc4ccc([N+](=O)[O-])cc4)ccc3C2)CC1,*NC(=O)N1CCC(=O)CC1&*[C@@H]1CCC2=C(C=CC(*)=C2)C1&*O*&*C1=CC=C(*)C=C1&*[N+](=O)[O-]&&&
O=C(COC1COC1)Nc1ncnc2ccc(-c3cccc4cc(F)ccc34)cc12,*C(*)=O&*C*&*O*^*C1=CC2=C(C=C1)N=CN=C2N*^*C1COC1&*C1=CC=C2C(*)=CC=CC2=C1&&&*F&&&
O=C(NC1CCCCCC1)N1CCN(c2ncc(Cc3cccs3)cn2)CC1,*NC(*)=O&*C1CCCCCC1&&*C1=CN=C(N2CCN(*)CC2)N=C1^*C*&*C1=CC=CS1&&&
