smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
OC[C@H]1O[C@@H](n2cnc3c(Nc4ccc5c(cnn5Cc5ccccc5F)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,<bos>,O,C,<2R>,C1CCOC1,<4R>,<0R>,(,O,),<1S>,(,O,),<6>,c1ncc2nc[nH]c2n1,<2>,<0>,(,Cl,),N,<0>,c1ccc2[nH]ncc2c1,<4>,C,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,
CN(C)Cc1cccc(C[C@H](NS(=O)(=O)c2ccc(Br)cc2)C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,<bos>,C,N,(,C,),C,<4>,c1ccccc1,<0>,C,C|S,(,C=O,N,C,<7>,C1C2CC3CC1CC(C2)C3,),N,O=[SH2]=O,<0>,c1ccccc1,<3>,Br,<eos>,,,,,,,,,,,,,,,
NC(=O)c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O,<bos>,F,<3>,c1ccccc1,<0>,<4>,(,Cl,),N,<7>,c1ccc2ncncc2c1,<0>,<1>,(,O,),C=O,N,<eos>,,,,,,,,,,,,,,,,,,,,,
Nc1cc(N2CCC(N)CC2)nc2ccc(C(=O)NC(CN3CCCC3)c3cncc(F)c3)cc12,<bos>,F,<5>,c1ccncc1,<1>,C,(,C,<3>,C1CCNC1,),N,C=O,<0>,c1ccc2ncccc2c1,<5>,<7>,(,N,),<3>,C1CCNCC1,<0>,N,<eos>,,,,,,,,,,,,,,,,
CC#CCOc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(=O)c3cccnc3)CC2C(=O)NO)cc1,<bos>,O,N,C=O,<8>,c1ccc2c(c1)CNCCN2,<7>,<10>,(,C=O,<1>,c1ccncc1,),O=[SH2]=O,<3>,c1ccccc1,<0>,O,C,<1>,C#C,<0>,C,<eos>,,,,,,,,,,,,,,,,,
O=C(CC1CCCC1)N(Cc1ccc(Cl)cc1Cl)c1ccccc1,<bos>,Cl,<0>,c1ccccc1,<3>,<4>,(,Cl,),C,N,(,<0>,c1ccccc1,),C=O,C,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,
CSc1ccc(S(=O)(=O)Nc2cccc(-c3n[nH]c4ccc(C(Cl)c5ccccc5)cc34)c2)cc1,<bos>,Cl,C,(,<3>,c1ccccc1,),<0>,c1ccc2[nH]ncc2c1,<6>,<0>,c1ccccc1,<4>,N,O=[SH2]=O,<3>,c1ccccc1,<0>,S,C,<eos>,,,,,,,,,,,,,,,,,,,,
C[C@H]1C(=O)OCc2cccc(c2)C(=O)NC(c2ccccc2)CCc2cccc(c2)[C@H]1N[C@@H]1C[C@@H](F)C(F)[C@H]1O,<bos>,C,<2R>,O=C1CCc2cccc(c2)CCCNC(=O)c2cccc(c2)CO1,<3S>,<12>,(,<0>,c1ccccc1,),N,<0R>,C1CCCC1,<2R>,<4S>,(,O,),<3>,(,F,),F,<eos>,,,,,,,,,,,,,,,,,
,<bos>,F,C,(,F,),(,F,),C=O,C,(,C,<2>,c1ccc2ccccc2c1,),C,N,(,<1>,c1ccc2[nH]cnc2c1,<6>,<5>,C1COCCN1,),C,C,C,<eos>,,,,,,,,,,,,
CC(=O)NC[C@H]1C[C@H](NS(=O)(=O)c2ccccc2-c2ccc(NC(=O)OC(C)(C)C)cc2)C(=O)N1,<bos>,C,C,(,C,),(,C,),O,C=O,N,<0>,c1ccccc1,<3>,<0>,c1ccccc1,<5>,O=[SH2]=O,N,<2S>,O=C1CCCN1,<4R>,C,N,C=O,C,<eos>,,,,,,,,,,,,,
Cn1nccc1-c1cc(Br)ccc1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1C#N,<bos>,C,<3>,c1cn[nH]c1,<4>,<4>,c1ccccc1,<3>,<0>,(,Br,),O,<3>,c1ccccc1,<0>,<4>,(,C#N,),O=[SH2]=O,N,<2>,c1ncsn1,<eos>,,,,,,,,,,,,,,,,
COc1ccc(C2=C(N)OC3CCCCC3C2=O)c(C(C)C)c1,<bos>,C,O,<0>,c1ccccc1,<3>,<4>,(,C,(,C,),C,),<2>,O=C1C=COC2CCCCC12,<3>,N,<eos>,,,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)c1ccc(-c2csc(Nc3ccc(-c4ccccc4)cn3)n2)cc1,<bos>,C,O=[SH2]=O,<3>,c1ccccc1,<0>,<0>,c1cscn1,<3>,N,<4>,c1ccncc1,<1>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)NNC(=O)Cc1cccc(-n2nc(C(F)(F)F)cc2-c2ccc(CO)cc2)c1,<bos>,O,C,<3>,c1ccccc1,<0>,<4>,c1cn[nH]c1,<3>,<1>,(,C,(,F,),(,F,),F,),<0>,c1ccccc1,<4>,C,C=O,N,N,O=[SH2]=O,C,<eos>,,,,,,,,,,,
