smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
Nc1ncc(Cc2ccccc2NC(=O)c2ccc(C(F)(F)F)cc2)c(N)n1,<bos>,N,<5>,c1cncnc1,<0>,<3>,(,N,),C,<5>,c1ccccc1,<0>,N,C=O,<3>,c1ccccc1,<0>,C,(,F,),(,F,),F,<eos>,,,,,,,,,,,,,,
Cc1ncc(F)cc1[C@@H]1CCCS(=O)(=O)N1c1cc(NC(=O)c2ccc3ccccc3c2)ccc1F,<bos>,c1ccc2ccccc2c1,<0>,C=O,N,<0>,c1ccccc1,<4>,<3>,(,F,),<7>,O=S1(=O)CCCCN1,<6S>,<5>,c1ccncc1,<1>,<4>,(,C,),F,<eos>,,,,,,,,,,,,,,,,,
CC(C)OCc1cnc2nc(N)nc(N)c2n1,<bos>,C,C,(,O,C,<0>,c1cnc2ncncc2n1,<5>,<7>,(,N,),N,),C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)C1CCN(CCOc2ccc3c(c2)CCn2nc(-c4ccc(F)cc4)c(C#N)c2N3)CC1,<bos>,C,N,(,C,),<0>,C1CCNCC1,<3>,C,C,O,<0>,c1ccc2c(c1)CCn1nccc1N2,<10>,<11>,(,C#N,),<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,
O=C1CCN(S(=O)(=O)c2ccc(Cl)c(S(=O)(=O)Oc3ccc(C4CC4)c(F)c3F)c2O)CCN1,<bos>,Cl,<3>,c1ccccc1,<4>,<0>,(,O=[SH2]=O,<4>,O=C1CCNCCN1,),<5>,(,O,),O=[SH2]=O,O,<3>,c1ccccc1,<0>,<4>,(,F,),<5>,(,F,),<0>,C1CC1,<eos>,,,,,,,,,,
Cc1noc(NS(=O)(=O)c2ccc(-c3ccc(CN4CCCCC4)cc3)cc2)c1C,<bos>,C,<0>,c1cnoc1,<4>,<1>,(,C,),N,O=[SH2]=O,<0>,c1ccccc1,<3>,<0>,c1ccccc1,<3>,C,<3>,C1CCNCC1,<eos>,,,,,,,,,,,,,,,,,,,,
CN1CCN(CCC[C@H](NC(=O)COc2ccccc2Sc2ccccc2)c2ccccc2)CC1,<bos>,c1ccccc1,<0>,S,<5>,c1ccccc1,<0>,O,C,C=O,N,C|S,(,C,C,C,<2>,C1CNCCN1,<5>,C,),<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,
N=C(N)NC(c1ccco1)c1ccccc1C(F)(F)F,<bos>,F,C,(,F,),(,F,),<5>,c1ccccc1,<0>,C,(,<4>,c1ccoc1,),N,<0>,C=N,<0>,N,<eos>,,,,,,,,,,,,,,,,,,
Cc1[nH]nc(N)c1-c1cc(Cl)ccc1Oc1ccnc2[nH]ccc12,<bos>,C,<4>,c1cn[nH]c1,<0>,<1>,(,N,),<4>,c1ccccc1,<3>,<0>,(,Cl,),O,<8>,c1cnc2[nH]ccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCS(=O)(=O)c1ccc(-c2nnc(-c3ccc(OCC(=O)O)cc3F)s2)c(C)c1,<bos>,C,C,O=[SH2]=O,<0>,c1ccccc1,<3>,<4>,(,C,),<3>,c1nncs1,<0>,<3>,c1ccccc1,<0>,<4>,(,F,),O,C,C=O,O,<eos>,,,,,,,,,,,,,,,
