smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
Cc1c(-c2cc(C)n(-c3nc4ccccc4s3)n2)cnn1C,<bos>,C,<3>,c1cn[nH]c1,<0>,<4>,(,C,),<1>,c1cn[nH]c1,<4>,<3>,(,<5>,c1ccc2scnc2c1,),C,<eos>,,,,,,,,,,,,,,,,,
COCCN(Cc1cnn(C)c1)c1ccccc1C,<bos>,C,<3>,c1cn[nH]c1,<0>,C,N,(,<5>,c1ccccc1,<0>,C,),C,C,O,C,<eos>,,,,,,,,,,,,,,,,,,
O=S(=O)(c1cccnc1)N(CCc1ccc(F)cc1)C1CC1,<bos>,c1ccncc1,<1>,O=[SH2]=O,N,(,<0>,C1CC1,),C,C,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,,,
O=S(=O)(NC1CCOCC1)c1ccc(OCc2cccnc2)cc1,<bos>,C1CCOCC1,<0>,N,O=[SH2]=O,<3>,c1ccccc1,<0>,O,C,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(OCCNC(=O)c2ccc(C)cc2)cc1,<bos>,C,<0>,c1ccccc1,<3>,C=O,N,C,C,O,<0>,c1ccccc1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
CC(C)COC1CCN(C(=O)C(C)OC2CCCC2)CC1,<bos>,C,C,(,C,),C,O,<0>,C1CCNCC1,<3>,C=O,C,(,C,),O,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,
O=C(NC1CCCC1)N1CCCC(C(=O)N2CCCCCC2)C1,<bos>,C1CCCC1,<0>,N,C=O,<3>,C1CCNCC1,<1>,C=O,<4>,C1CCCNCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)c1cccc(NC(=O)CNC(=O)N2CCC(C)CC2)c1,<bos>,C,C=O,<0>,c1ccccc1,<4>,N,C=O,C,N,C=O,<3>,C1CCNCC1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,
CNC(=O)CN(C(=O)c1ccncc1F)C(C)C,<bos>,F,<5>,c1ccncc1,<0>,C=O,N,(,C,(,C,),C,),C,C=O,N,C,<eos>,,,,,,,,,,,,,,,,,
CCOC(=O)Oc1ccc(SCC(=O)NC2CCCCC2)cc1,<bos>,C,C,O,C=O,O,<0>,c1ccccc1,<3>,S,C,C=O,N,<0>,C1CCCCC1,<eos>,,,,,,,,,,,,,,,,,,,,
CCc1cnc(SC)n1-c1noc(-c2cccc(F)c2)n1,<bos>,C,S,<3>,c1c[nH]cn1,<1>,<2>,(,<0>,c1ncon1,<2>,<0>,c1ccccc1,<4>,F,),C,C,<eos>,,,,,,,,,,,,,,,,,
Cc1cc(NC(=O)Cn2nc3c4ccccc4ncn3c2=O)no1,<bos>,C,<4>,c1cnoc1,<1>,N,C=O,C,<2>,O=c1[nH]nc2c3ccccc3ncn12,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(Br)cc1CNC(=O)Nc1nonc1C,<bos>,C,O,<3>,c1ccccc1,<4>,<0>,(,Br,),C,N,C=O,N,<0>,c1cnon1,<1>,C,<eos>,,,,,,,,,,,,,,,,,
Cc1cnc(NC(=O)CNc2ccc(F)cc2OCC(C)C)s1,<bos>,C,C,(,C,),C,O,<4>,c1ccccc1,<3>,<0>,(,F,),N,C,C=O,N,<3>,c1cscn1,<1>,C,<eos>,,,,,,,,,,,,
O=C(Nc1nc(-c2ccncc2)cs1)c1ccc2nc[nH]c2c1,<bos>,c1ccncc1,<0>,<0>,c1cscn1,<3>,N,C=O,<1>,c1ccc2[nH]cnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CN1CCCC1=O)Nc1ccc2c(c1)CNC2,<bos>,O=C1CCCN1,<5>,C,C=O,N,<0>,c1ccc2c(c1)CNC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccnc(N2CCCC3(CCN(Cc4cnccn4)C3=O)C2)n1,<bos>,C,O,<1>,c1cncnc1,<3>,<9>,O=C1NCCC12CCCNC2,<2>,C,<0>,c1cnccn1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
O=C(c1cc2ccccc2[nH]1)N1CCN(Cc2ccco2)CC1,<bos>,c1ccoc1,<4>,C,<5>,C1CNCCN1,<2>,C=O,<5>,c1ccc2[nH]ccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
