smiles,0
CN1C[C@@](O)(C=CC=C(c2cnc(C(F)(F)N3CCC3)nn2)C(F)(F)F)N(c2ccccc2)C1=O,[C][N][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C@][Ring1][=N][Branch1][C][O][C][=C][C][=C][Branch2][Ring1][Branch2][C][=N][N][=C][Branch1][=N][C][Branch1][C][F][Branch1][C][F][N][C][C][C][Ring1][Ring2][N][=C][Ring1][=N][C][Branch1][C][F][Branch1][C][F][F]
N#CCCC1N(c2ccc(F)cc2)C2=NC=NC(NC(=O)Nc3ccc(Cl)cc3Cl)=CC2N1F,[N][#C][C][C][C][N][Branch2][Ring2][=C][C][C][=C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][N][=C][N][=C][Ring2][Ring1][Ring1][N][Ring2][Ring1][=Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F][C][C][N][Ring2][Ring2][Branch1]
CC=CC=C1OCCC(N(C)C=CN(C=O)CCN([CH]CC[CH]Nc2ccc(Cl)cc2Cl)CC(=O)O)S1,[C][C][=C][C][=C][Branch2][Branch1][Ring2][O][C][C][C][N][Branch2][Ring2][#Branch2][C][=C][N][Branch2][Ring1][#Branch2][C][C][N][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C@H1][C][C][C@H1][Branch1][=C][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][C][Ring1][S][=O][C][=C][Ring2][Ring1][O][S][Ring2][Ring1][=N]
CCNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)N(CC(=N)N)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NCCO[CH]C(=O)NC=O,[C][C][N][C][=Branch1][C][=O][C@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][#Branch1][C][C][=Branch1][C][=N][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][C][O][C@H1][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O]
COc1cc2ccc1C1NC(NC3=C(C(=O)O)C=NC3C)CC1=CO2,[C][O][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][C][NH1][C][Branch1][P][N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=N][C][=Ring1][Branch2][C][C][C][Ring1][#C][=C][Ring2][Ring1][Ring2]
CC1=C(C=COCC=O)N2CCCCC2C(=O)N=C(c2ccc(F)cc2)N1,[O][=C][C][O][C][=C][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][=C][Branch2][Ring1][=Branch1][N][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=N][C][Ring1][=N][=O][C][=C][Ring2][Ring1][Branch2][Ring2][Ring1][N]
O=CNC=CC(=Nc1ccccc1)c1ccncc1,[O][=C][Branch2][Ring1][Branch2][N][C][=C][C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C][N][N][=C][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=C][Branch1][=N][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][N][=C][Ring2][Ring1][C][Ring1][S]
COC1=CC2=CNC(C(=O)NCC3=NN=C(C)N(C)C3)=C(Cl)C=C1C2,[C][O][C][=C][C][Branch1][C][C][=C][N][C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][Branch1][C][C][=N][N][=C][Branch1][C][C][N][Ring1][=Branch1][C][=C][Branch1][C][Cl][C][=C][Ring2][Ring1][Ring2][Ring2][Ring1][#Branch1]
CN(CCC1CCC2=C(C1)NC1=CN2c2n[nH]cc2C1)C(F)(F)F,[C][N][Branch2][Ring1][N][C][C][C][C][C][N][C][=C][N][Branch1][O][C][=N][NH1][C][=C][Ring1][Branch1][C][Ring1][=Branch2][C][=Ring1][N][C][C][Ring1][S][C][Branch1][C][F][Branch1][C][F][F]
O=C[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C=Nc1cccc(-c2nnn[nH]2)c1)NC(=O)C=Cc1ccccc1,[O][=C][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][S][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][=C][C][Branch1][Branch2][C][=N][N][=N][NH1][Ring1][Branch1][=C][C][=C][Ring1][N][Ring1][O]
