smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
CCNc1cccc(C(=O)N2CCCC(C)C2)n1,<bos>,C,C,N,<2>,c1ccncc1,<4>,C=O,<3>,C1CCNCC1,<1>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1occc1-c1nnc(SCc2noc(C3CC3)n2)n1C,<bos>,C,<4>,c1ccoc1,<0>,<0>,c1nnc[nH]1,<3>,<4>,(,C,),S,C,<0>,c1ncon1,<2>,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,
O=S(=O)(c1cccnc1)N(CCc1ccc(F)cc1)C1CC1,<bos>,c1ccncc1,<1>,O=[SH2]=O,N,(,<0>,C1CC1,),C,C,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,,
O=C1NCCOC2CN(C(=O)C3CCOCC3)CCC12,<bos>,C1CCOCC1,<0>,C=O,<8>,O=C1NCCOC2CNCCC12,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)C(=O)c1ccc(S(=O)(=O)N(C)C)cc1,<bos>,C,N,(,C,),O=[SH2]=O,<3>,c1ccccc1,<0>,C=O,N,(,C,C,),C,C,<eos>,,,,,,,,,,,,,,,,
Cc1ccc(C(=O)Nc2cccc(C(=O)N3CCC(C)CC3)c2)cc1,<bos>,C,<0>,c1ccccc1,<3>,C=O,N,<0>,c1ccccc1,<4>,C=O,<3>,C1CCNCC1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,
CCCN(C)C(=O)c1cccc(OCC(F)F)n1,<bos>,F,C,(,F,),C,O,<4>,c1ccncc1,<2>,C=O,N,(,C,),C,C,C,<eos>,,,,,,,,,,,,,,,
CC(C)COc1ccccc1CNC(=O)c1cnc2ccccn2c1=O,<bos>,C,C,(,C,),C,O,<0>,c1ccccc1,<5>,C,N,C=O,<2>,O=c1ccnc2ccccn12,<eos>,,,,,,,,,,,,,,,,,,
O=C(NC1CCCC1)C1COC(=O)N1Cc1ccco1,<bos>,C1CCCC1,<0>,N,C=O,<3>,O=C1NCCO1,<2>,C,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)c1ccc(OS(=O)(=O)c2c(F)cccc2Cl)cc1,<bos>,F,<0>,c1ccccc1,<5>,<4>,(,Cl,),O=[SH2]=O,O,<3>,c1ccccc1,<0>,C=O,C,<eos>,,,,,,,,,,,,,,,,,,
FC(F)(F)COc1ccc(OCCN2CCOCC2)cn1,<bos>,F,C,(,F,),(,F,),C,O,<4>,c1ccncc1,<1>,O,C,C,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,
CNC(=O)CN(C(=O)c1ccncc1F)C(C)C,<bos>,F,<5>,c1ccncc1,<0>,C=O,N,(,C,(,C,),C,),C,C=O,N,C,<eos>,,,,,,,,,,,,,,,,
CCOC(=O)Cc1csc(NC(=O)NCc2ccncc2)n1,<bos>,C,C,O,C=O,C,<0>,c1cscn1,<3>,N,C=O,N,C,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,
CSc1ncc(C(=O)Nc2ccc(C#N)cc2)n1Cc1ccccc1,<bos>,C,S,<3>,c1c[nH]cn1,<1>,<2>,(,C,<0>,c1ccccc1,),C=O,N,<0>,c1ccccc1,<3>,C#N,<eos>,,,,,,,,,,,,,,,,
Cc1cc(NC(=O)Cn2c(-c3cc4ccccc4[nH]3)noc2=O)no1,<bos>,C,<4>,c1cnoc1,<1>,N,C=O,C,<2>,O=c1[nH]cno1,<3>,<5>,c1ccc2[nH]ccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCn1c(=N)n(Cc2cc(Br)ccc2OC)c2ccccc21,<bos>,C,O,<3>,c1ccccc1,<4>,<0>,(,Br,),C,<2>,N=c1[nH]c2ccccc2[nH]1,<9>,C,C,<eos>,,,,,,,,,,,,,,,,,,
Cc1ccc(N2CC(C(=O)NCc3cccs3)CC2=O)c(C)c1,<bos>,C,<0>,c1ccccc1,<3>,<4>,(,C,),<5>,O=C1CCCN1,<3>,C=O,N,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,
Cc1cccc(NC(=O)c2cccc(OCC(C)C)c2)n1,<bos>,C,C,(,C,),C,O,<4>,c1ccccc1,<0>,C=O,N,<4>,c1ccncc1,<2>,C,<eos>,,,,,,,,,,,,,,,,,
CC(NC(=O)c1n[nH]c2c1CCC2)c1nc(-c2ccncc2)cs1,<bos>,c1ccncc1,<0>,<0>,c1cscn1,<3>,C,(,C,),N,C=O,<0>,c1n[nH]c2c1CCC2,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(NCCN1CCCC1=O)Nc1ccc2nc(-c3ccccc3)oc2c1,<bos>,O=C1CCCN1,<5>,C,C,N,C=O,N,<1>,c1ccc2ocnc2c1,<5>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1cc(N2CCCC3(CCN(Cc4cnccn4)C3=O)C2)ncn1,<bos>,C,O,<1>,c1cncnc1,<5>,<9>,O=C1NCCC12CCCNC2,<2>,C,<0>,c1cnccn1,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cccnc1)C1CC(=O)N(Cc2ccco2)C1,<bos>,c1ccoc1,<4>,C,<5>,O=C1CCCN1,<3>,C=O,N,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
O=C1NCCCCC1N1CCN(c2ccccc2F)CC1,<bos>,F,<5>,c1ccccc1,<0>,<5>,C1CNCCN1,<2>,<2>,O=C1CCCCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCc1ccc(-c2ccccc2F)s1)N1CCC(O)CC1,<bos>,O,<0>,C1CCNCC1,<3>,C=O,C,C,<4>,c1ccsc1,<2>,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,,
CCOc1ccc(C(=O)NCCNc2ncccc2C#N)cc1,<bos>,C,C,O,<0>,c1ccccc1,<3>,C=O,N,C,C,N,<2>,c1ccncc1,<1>,C#N,<eos>,,,,,,,,,,,,,,,,,,
Cc1ccc(CN2CCN(Cc3ccc(O)cc3)CC2)cc1C#N,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,C#N,),C,<2>,C1CNCCN1,<5>,C,<0>,c1ccccc1,<3>,O,<eos>,,,,,,,,,,,,,,,,
CCc1noc(CC)c1CNC(=O)Nc1cc(NC(C)=O)ccc1C,<bos>,C,C,<1>,c1cnoc1,<0>,<4>,(,C,C,),C,N,C=O,N,<4>,c1ccccc1,<0>,<3>,(,C,),N,C=O,C,<eos>,,,,,,,,,
