loss,running_loss,mode,lr
0.48317962884902954,0.8538213843337619,Train,0.001
0.5055738091468811,0.47687216187720244,Eval,
0.41464248299598694,0.42596038425760263,Train,0.001
0.4258442223072052,0.3982054590391512,Eval,
0.3954031467437744,0.3880521393684735,Train,0.001
0.40614014863967896,0.381857131321175,Eval,
0.41091352701187134,0.376801368916118,Train,0.001
0.39789673686027527,0.37495858882660915,Eval,
0.4058743715286255,0.3711093434670753,Train,0.001
0.3938564658164978,0.37184507757071,Eval,
0.38048815727233887,0.3676274505569714,Train,0.001
0.3908713757991791,0.3685941989859631,Eval,
0.4082788825035095,0.3650182357982777,Train,0.001
0.38723987340927124,0.36704884400613375,Eval,
0.3797164559364319,0.3633015939690779,Train,0.001
0.388899028301239,0.3659774163046478,Eval,
0.3988446593284607,0.3618963556416483,Train,0.001
0.3870890140533447,0.36541908278647983,Eval,
0.35924604535102844,0.3606866849780203,Train,0.001
0.3846829831600189,0.3639316975361763,Eval,
