loss,running_loss,mode,lr
0.25129953026771545,0.45667842417763205,Train,0.001
0.31108558177948,0.24598581692304758,Eval,
0.24520902335643768,0.233053984426672,Train,0.001
0.2905779778957367,0.22759946219160535,Eval,
0.24894388020038605,0.22366761063300478,Train,0.001
0.29712873697280884,0.22306074207966042,Eval,
0.24405688047409058,0.2202440695749438,Train,0.001
0.29130467772483826,0.2210440842663596,Eval,
0.22590774297714233,0.2182387189123233,Train,0.001
0.2948252260684967,0.21947118646835553,Eval,
0.22817665338516235,0.2170228292759679,Train,0.001
0.30468621850013733,0.218837543928324,Eval,
0.22940878570079803,0.21598289057910217,Train,0.001
0.3006076216697693,0.21751904748429382,Eval,
0.23682378232479095,0.21524352837934302,Train,0.001
0.2962194085121155,0.21739806494671887,Eval,
0.216939315199852,0.21477701238378183,Train,0.001
0.30034366250038147,0.21677069341372596,Eval,
0.2191752791404724,0.21415368037126944,Train,0.001
0.294508159160614,0.2164648069927526,Eval,
0.22400575876235962,0.2136624369338861,Train,0.001
0.2920074760913849,0.21598585497199135,Eval,
0.22909857332706451,0.21333538615199404,Train,0.001
0.2810367941856384,0.21553008840019483,Eval,
0.2270849198102951,0.21294850124301334,Train,0.001
0.2912408113479614,0.2153403998562965,Eval,
0.20798085629940033,0.2127725518815251,Train,0.001
0.2946763038635254,0.21501002521740112,Eval,
0.2191428244113922,0.21230709124168826,Train,0.001
0.29049456119537354,0.21489074925647253,Eval,
0.23553818464279175,0.212149538583506,Train,0.001
0.2898307740688324,0.21448744186833787,Eval,
0.20634040236473083,0.21187701050543567,Train,0.001
0.29208478331565857,0.21408860029128612,Eval,
0.22368894517421722,0.2116317342657228,Train,0.001
0.2954474985599518,0.21426686331570668,Eval,
