smiles,0
O=C(COc1ccc2ccc(Nc3ccc(C(F)(F)F)nc3)nc2c1)Nc1cccc(C(F)(F)F)c1,F.C.(<4>c1ccncc1<1>.N.<5>c1ccc2ncccc2c1<1>.O.C.C=O.N.<0>c1ccccc1<4>.C.(F.)(F.).F.)(F.).F.
COC1CCN(c2nccc(-c3ccc(F)c(C(=O)NCC4CCN(C(=O)OC5CC5)CC4)c3)c2F)CC1,C1CC1<0>.O.C=O.<3>C1CCNCC1<0>.C.N.C=O.<4>c1ccccc1<0>.<3>(F.).<0>c1ccncc1<4>.<5>(F.).<3>C1CCNCC1<0>.O.C.
CC(C)c1ccc(C(C(=O)NCc2ccccc2)c2c(O)c3c(oc2=O)CCCCCC3)cc1,c1ccccc1<0>.C.N.C=O.C.(<3>c1ccccc1<0>.C.(C.).C.).<2>O=c1ccc2c(o1)CCCCCC2<3>.O.
O=C(O)CC(S)(NC(=O)c1[nH]n(-c2ccccc2)c(=O)c1-c1ccccc1)c1ccccc1F,O.C=O.C.CS.(<0>c1ccccc1<5>.F.).N.C=O.<3>O=c1cc[nH][nH]1<2>.<5>(<0>c1ccccc1.).<0>c1ccccc1.
Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(C(=O)C3CCCCC3)CC2)CC1,C.<4>c1ccccc1<5>.<0>(C.).C=O.<3>C1CCNCC1<0>.<0>(C.).<3>C1CCNCC1<0>.C=O.<0>C1CCCCC1.
CCNc1ncc2cc(-c3nc4cc(O)ccc4[nH]3)c(=O)n(-c3ccc(F)cc3)c2n1,C.C.N.<7>O=c1ccc2cncnc2[nH]1<10>.<2>(<5>c1ccc2[nH]cnc2c1<0>.O.).<0>c1ccccc1<3>.F.
Fc1cc(Nc2ncnc3ccc(-c4ccc(CNCCOC(F)F)o4)cc23)ccc1-c1cncs1,F.<4>c1ccccc1<0>.<3>(<1>c1cscn1.).N.<7>c1ccc2ncncc2c1<0>.<2>c1ccoc1<4>.C.N.C.C.O.C.(F.).F.
CC(C)(O)C(Oc1ccc(O)cc1)c1ccccc1,C.C.(O.)(C.).C.(<0>c1ccccc1.).O.<3>c1ccccc1<0>.O.
COc1ccccc1Oc1c(CN2CCC(COCc3ccccc3)CC2)cccc1OC,C.O.<0>c1ccccc1<5>.O.<5>c1ccccc1<0>.<4>(O.C.).C.<3>C1CCNCC1<0>.C.O.C.<0>c1ccccc1.
Cc1c(C(=O)C(N)=O)c2c(OCc3ccc4ccccc4n3)cccc2n1Cc1ccc(Cl)cc1,N.C=O.C=O.<6>c1ccc2[nH]ccc2c1<8>.<5>(C.)<4>(C.<0>c1ccccc1<3>.Cl.).O.C.<5>c1ccc2ncccc2c1.
O=CN(CCC(=O)Nc1ccc(-c2nc(-c3ccccc3)c[nH]2)cc1)P(=O)(O)O,C=O.N.(O=[PH3].(O.).O.).C.C.C=O.N.<0>c1ccccc1<3>.<3>c1c[nH]cn1<0>.<0>c1ccccc1.
CN1Cc2cc(NC(=O)Cc3cc4ccccc4oc3=O)ccc2NC1=O,C.<2>O=C1NCc2ccccc2N1<6>.N.C=O.C.<2>O=c1ccc2ccccc2o1.
CCOC(=O)c1c[nH]c2ncnc(-c3ccc(NC(=O)Nc4cccc(Cl)c4Cl)c(OCCN4CCOCC4)c3)c12,C1COCCN1<5>.C.C.O.<4>c1ccccc1<0>.<3>(N.C=O.N.<0>c1ccccc1<5>.<4>(Cl.).Cl.).<2>c1ncc2cc[nH]c2n1<4>.C=O.O.C.C.
Cn1cc(-c2nc(N)nc(-c3ccc4c(c3)OCO4)n2)c2cc(O)ccc21,N.<2>c1ncncn1<0>.<4>(<0>c1ccc2c(c1)OCO2.).<6>c1ccc2[nH]ccc2c1<4>.<0>(O.).C.
CCCNC(=O)Nc1ccc(C2CN(C(C)=O)c3nc(C)ccc32)c(C)c1,C.C=O.<8>c1cnc2c(c1)CCN2<6>.<1>(C.).<3>c1ccccc1<4>.<0>(N.C=O.N.C.C.C.).C.
COc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1C(F)(F)F,F.C.(F.)(F.).<4>c1ccccc1<0>.<3>(O.C.).N.<3>c1cncnc1<1>.<6>c1cnn2nccc2c1.
Cn1cnc2cc(-c3ccc(F)c(N)c3)nc(NCC3CCNCC3)c2c1=O,N.<4>c1ccccc1<0>.<3>(F.).<7>O=c1[nH]cnc2ccncc12<9>.<2>(C.).N.C.<0>C1CCNCC1.
CN1CC2CCC(c3cccc(Cl)c3)C(C)(CN2)C1,C.<8>C1CC2CNC(C1)CNC2<2>.<1>(<0>c1ccccc1<4>.Cl.).C.
