smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
Cc1ccc(C(=O)Nc2ccc(Cc3cnc(N)nc3N)cc2)cc1,<bos>,N,<5>,c1cncnc1,<0>,<3>,(,N,),C,<3>,c1ccccc1,<0>,N,C=O,<3>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
CN(C)CCOCCNC(=O)[C@@H](NC(=O)[C@@H](S)Cc1ccccc1)c1ccccc1,<bos>,C,N,(,C,),C,C,O,C,C,N,C=O,C|S,(,<0>,c1ccccc1,),N,C=O,C|S,(,S,),C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,
COc1ccc(CS(=O)(=O)N2CCN(Cc3ccc4c(=O)n(-c5ccc(OC)cc5)c(Br)nc4c3)CC2)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,<2>,O=c1[nH]cnc2ccccc12,<3>,<7>,(,C,<2>,C1CNCCN1,<5>,O=[SH2]=O,C,<3>,c1ccccc1,<0>,O,C,),Br,<eos>,,,,,,,,,,,,,,,,
Cc1cc(COc2ccccc2Oc2cc(N3CCN(C)CC3)ncn2)c2ccccc2n1,<bos>,C,<5>,C1CNCCN1,<2>,<5>,c1cncnc1,<1>,O,<5>,c1ccccc1,<0>,O,C,<7>,c1ccc2ncccc2c1,<5>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
COc1ncc(Nc2[nH]nc3c2CN(C(=O)N2CCN4CCC[C@H]4[C@@H]2C(C)C)C3(C)C)cn1,<bos>,C,C,(,C,),<3S>,C1CC2CNCCN2C1|2S,<4>,C=O,<6>,c1[nH]nc2c1CNC2,<0>,<7>,(,C,),<7>,(,C,),N,<0>,c1cncnc1,<3>,O,C,<eos>,,,,,,,,,,,,,
COc1cccc(C(=O)O)c1-c1ncnc(NC=C2C(=O)Nc3ccccc32)n1,<bos>,O,C=O,<4>,c1ccccc1,<0>,<5>,(,<0>,c1ncncn1,<4>,N,<0>,C=C1C(=O)Nc2ccccc21,),O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCS(=O)(=O)c1ccc(OC)c(C)c1OCCCN1CCCCC1,<bos>,C,C,O=[SH2]=O,<0>,c1ccccc1,<5>,<4>,(,C,),<3>,(,O,C,),O,C,C,C,<3>,C1CCNCC1,<eos>,,,,,,,,,,,,,,,,,,
NS(=O)(=O)c1ccc(NCCCC[C@H](NC(=O)[C@@H](S)CC(=O)NO)C(=O)O)cc1,<bos>,N,O=[SH2]=O,<3>,c1ccccc1,<0>,N,C,C,C,C,C|S,(,C=O,O,),N,C=O,C|S,(,S,),C,C=O,N,O,<eos>,,,,,,,,,,,,,,
CN(Cc1ccccc1)C(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CC(=O)O,<bos>,O,C=O,C,C|S,(,N,),C=O,<3>,C1CCNC1,<4S>,C=O,N,C,C=O,N,(,C,<0>,c1ccccc1,),C,<eos>,,,,,,,,,,,,,,,,,
CCCONC(=O)C(C)CNCc1ccc(OCCCN2CCCCC2)cc1,<bos>,C1CCNCC1,<3>,C,C,C,O,<3>,c1ccccc1,<0>,C,N,C,C,(,C,),C=O,N,O,C,C,C,<eos>,,,,,,,,,,,,,,,,,
Cc1cc(Cn2c(Cl)c(F)c(N)nc2=O)ccc1Cc1cnc(NC(=O)c2ccccc2)s1,<bos>,F,<4>,O=c1nccc[nH]1,<6>,<3>,(,N,),<5>,(,Cl,),C,<0>,c1ccccc1,<3>,<4>,(,C,),C,<1>,c1cscn1,<3>,N,C=O,<0>,c1ccccc1,<eos>,,,,,,,,,,,
Cc1nc(Nc2ccc(OCC(F)(F)F)nc2)ccc1-c1cn(C)cn1,<bos>,C,<4>,c1ccncc1,<2>,<5>,(,<0>,c1c[nH]cn1,<2>,C,),N,<1>,c1ccncc1,<4>,O,C,C,(,F,),(,F,),F,<eos>,,,,,,,,,,,,,,
CCCn1c(=O)c2nc(-c3cc(CC)cc(C(=O)NC4CCCN(CC)CC4)c3)[nH]c2n(CCC)c1=O,<bos>,C,C,<4>,C1CCCNCC1,<1>,N,C=O,<0>,c1ccccc1,<2>,<4>,(,<7>,O=c1[nH]c(=O)c2nc[nH]c2[nH]1,<2>,<10>,(,C,C,C,),C,C,C,),C,C,<eos>,,,,,,,,,,,,
Cc1cc(-c2cccc3cccc(F)c23)ccc1O,<bos>,F,<4>,c1ccc2ccccc2c1,<2>,<0>,c1ccccc1,<4>,<3>,(,O,),C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCOc1ccc(CCN[C@@H](c2cccs2)c2cc(N)ccc2OC)cc1Oc1cncnc1,<bos>,N,<0>,c1ccccc1,<4>,<3>,(,O,C,),C|R,(,<4>,c1ccsc1,),N,C,C,<0>,c1ccccc1,<3>,<4>,(,O,<0>,c1cncnc1,),O,C,C,C,<eos>,,,,,,,,,
CNC(=O)c1c(NC(=O)c2cncc(Br)n2)cnn1C,<bos>,C,N,C=O,<4>,c1cn[nH]c1,<0>,<3>,(,C,),N,C=O,<4>,c1cnccn1,<0>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc2nc(C)c3nnc(-c4ccccc4C(F)(F)F)n3c2c1,<bos>,C,C,O,C=O,<1>,c1ccc2c(c1)ncc1nncn12,<7>,<11>,(,<0>,c1ccccc1,<5>,C,(,F,),(,F,),F,),C,<eos>,,,,,,,,,,,,,,,,,
CCc1nc(NC(=O)N[C@@H](C)COC)cc2[nH]nc(-c3ccc(F)cc3)c12,<bos>,C,O,C,C|S,(,C,),N,C=O,N,<0>,c1cc2[nH]ncc2cn1,<7>,<5>,(,<0>,c1ccccc1,<3>,F,),C,C,<eos>,,,,,,,,,,,,,,,,,
COc1cc(Nc2ncnc3ccc4nc(C)sc4c23)cc(OC(F)(F)F)c1,<bos>,F,C,(,F,),(,F,),O,<4>,c1ccccc1,<2>,<0>,(,N,<2>,c1ncc2c(ccc3ncsc32)n1,<9>,C,),O,C,<eos>,,,,,,,,,,,,,,,,,
CCC(C)N1CCN(c2cc(OC3CCN(C(=O)OC(C)(C)C)CC3)ncn2)c2ccccc21,<bos>,C,C,(,C,),(,C,),O,C=O,<3>,C1CCNCC1,<0>,O,<1>,c1cncnc1,<5>,<6>,c1ccc2c(c1)NCCN2,<9>,C,(,C,C,),C,<eos>,,,,,,,,,,,,,
CC1=C2CCc3cc(C(=O)Oc4ccc(Oc5nccs5)cc4)ccc3N2CCC1=O,<bos>,c1cscn1,<3>,O,<3>,c1ccccc1,<0>,O,C=O,<8>,O=C1C=C2CCc3ccccc3N2CC1,<2>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(OCCCN2C(=O)c3ccccc3C2=O)cc2c1NC(C)C(C)C2S(=O)(=O)O,<bos>,C,<7>,c1ccc2c(c1)CCCN2,<0>,<6>,(,O=[SH2]=O,O,),<8>,(,C,),<2>,(,C,),O,C,C,C,<2>,O=C1NC(=O)c2ccccc21,<eos>,,,,,,,,,,,,,,,,
C[C@@H]1NC(=O)C[C@H]1N(c1ccc(F)cc1)S(=O)(=O)c1ccc(OCC2CCCCC2)cc1,<bos>,F,<3>,c1ccccc1,<0>,N,(,<3R>,O=C1CCCN1,<4S>,C,),O=[SH2]=O,<0>,c1ccccc1,<3>,O,C,<0>,C1CCCCC1,<eos>,,,,,,,,,,,,,,,,,,,,
CN(C(=O)Cc1ccc(-c2cccc(S(C)(=O)=O)c2)cc1)C1CCN(CCCCc2ccc3c(c2)OCO3)CC1,<bos>,c1ccc2c(c1)OCO2,<0>,C,C,C,C,<3>,C1CCNCC1,<0>,N,(,C=O,C,<3>,c1ccccc1,<0>,<4>,c1ccccc1,<0>,O=[SH2]=O,C,),C,<eos>,,,,,,,,,,,,,,,,
N#Cc1ccc(-c2cc(OCCN3CCCCC3)ccc2OCC(=O)O)cc1,<bos>,O,C=O,C,O,<3>,c1ccccc1,<0>,<4>,(,<0>,c1ccccc1,<3>,C#N,),O,C,C,<3>,C1CCNCC1,<eos>,,,,,,,,,,,,,,,,,,,,
C[C@@H](COc1ccc(-c2ccc(=O)n(C)n2)cc1)N1CCN(c2ccccc2)CC1,<bos>,C,<6>,O=c1cccn[nH]1,<4>,<3>,c1ccccc1,<0>,O,C,C|S,(,<2>,C1CNCCN1,<5>,<0>,c1ccccc1,),C,<eos>,,,,,,,,,,,,,,,,,,,,,
CCOc1cc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCCCC4C(=O)O)nc3n2)ccc1OC,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,(,O,C,C,),<1>,c1cnc2ncncc2c1,<5>,<7>,(,<5>,C1COCCN1,<0S>,C,),<3>,C1CCNCC1,<2>,C=O,O,<eos>,,,,,,,,,,,,,
COc1cc(Cl)c(C(=O)c2ccc3ncccc3c2)cc1OC,<bos>,C,O,<2>,c1ccccc1,<0>,<3>,(,O,C,),<5>,(,Cl,),C=O,<0>,c1ccc2ncccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,
COc1cnc(N2CCN(CC(C)C)CC2)nc1Nc1ccccc1[N+](=O)[O-],<bos>,C,C,(,C,),C,<2>,C1CNCCN1,<5>,<3>,c1cncnc1,<0>,<5>,(,N,<0>,c1ccccc1,<5>,O=[NH+][O-],),O,C,<eos>,,,,,,,,,,,,,,,,,
COc1ccc(Cl)cc1CNc1nc(N)n2nc(C)nc2n1,<bos>,N,<2>,c1ncn2ncnc2n1,<0>,<5>,(,C,),N,C,<4>,c1ccccc1,<0>,<3>,(,O,C,),Cl,<eos>,,,,,,,,,,,,,,,,,,,,
