smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
Cc1c(-c2cc(N)n(-c3cc(N4CCCCC4)ncn3)n2)cnn1C,<bos>,C,<3>,c1cn[nH]c1,<0>,<4>,(,C,),<1>,c1cn[nH]c1,<3>,<4>,(,N,),<1>,c1cncnc1,<5>,<3>,C1CCNCC1,<eos>,,,,,,,,,,,,,
C#CCOc1ccc(-c2ccccc2C(=O)NCc2cnn(C)c2)cc1,<bos>,C,<3>,c1cn[nH]c1,<0>,C,N,C=O,<5>,c1ccccc1,<0>,<3>,c1ccccc1,<0>,O,C,<0>,C#C,<eos>,,,,,,,,,,,,,,,,
O=C(NCC1OCC2CN(S(=O)(=O)c3cccnc3)CCC21)C1CC1,<bos>,c1ccncc1,<1>,O=[SH2]=O,<8>,C1CC2COCC2CN1,<3>,C,N,C=O,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C(C1CCOCC1)N1CCCn2nc(-c3cccnc3)cc2C1,<bos>,C1CCOCC1,<0>,C=O,<8>,c1cc2n(n1)CCCNC2,<0>,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)C(=O)c1ccc(S(=O)(=O)N(C)C)cc1,<bos>,C,N,(,C,),O=[SH2]=O,<3>,c1ccccc1,<0>,C=O,N,(,C,C,),C,C,<eos>,,,,,,,,,,,,,,,,
Cc1ccc(C(=O)Nc2cccc(C(=O)N3CCC(C)CC3)c2)cc1,<bos>,C,<0>,c1ccccc1,<3>,C=O,N,<0>,c1ccccc1,<4>,C=O,<3>,C1CCNCC1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,
C=CCCCN(C)C(=O)c1cccc(OCC(F)F)n1,<bos>,F,C,(,F,),C,O,<4>,c1ccncc1,<2>,C=O,N,(,C,),C,C,C,<0>,C=C,<eos>,,,,,,,,,,,,,
CC(C)COC1CCN(C(=O)C(C)CC2CCCC2)CC1,<bos>,C,C,(,C,),C,O,<0>,C1CCNCC1,<3>,C=O,C,(,C,),C,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,
O=C(NC1CCCC1)C1COC(=O)N1C(=O)c1ccco1,<bos>,C1CCCC1,<0>,N,C=O,<3>,O=C1NCCO1,<2>,C=O,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(=O)[nH]c(C2CCN(C(=O)Nc3c(F)cccc3F)CC2)n1,<bos>,F,<0>,c1ccccc1,<5>,<4>,(,F,),N,C=O,<3>,C1CCNCC1,<0>,<5>,O=c1ccnc[nH]1,<3>,C,<eos>,,,,,,,,,,,,,,,,
