smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
CCCn1ccnc1-c1nccn1CCc1n[nH]c(=O)n1C,<bos>,C,C,C,<2>,c1c[nH]cn1,<3>,<3>,c1c[nH]cn1,<2>,C,C,<3>,O=c1[nH]cn[nH]1,<2>,C,<eos>,,,,,,,,,,,,,,,,,
O=C(NCc1ccc(F)cc1)c1ccc2c(c1)NC(=O)C1CCCN21,<bos>,F,<3>,c1ccccc1,<0>,C,N,C=O,<5>,O=C1Nc2ccccc2N2CCCC12,<eos>,,,,,,,,,,,,,,,,,,,,,,,
O=C(Cc1coc2cc(-c3ccccc3)ccc12)Nc1nccs1,<bos>,c1cscn1,<3>,N,C=O,C,<6>,c1ccc2occc2c1,<1>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCOc1ccc(C(=O)NCc2cccnc2)nn1,<bos>,C,C,O,<5>,c1ccnnc1,<2>,C=O,N,C,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCCCN(C)C(=O)c1cnc(NCN)c(Cl)c1,<bos>,C,C,C,C,N,(,C,),C=O,<1>,c1ccncc1,<4>,<5>,(,Cl,),N,C,N,<eos>,,,,,,,,,,,,,
Cc1cc(C)c(C(=O)N(CCO)Cc2ccsc2)c(C)c1,<bos>,C,<0>,c1ccccc1,<3>,<2>,(,C,),<4>,(,C,),C=O,N,(,C,<0>,c1ccsc1,),C,C,O,<eos>,,,,,,,,,,
CC(C)CNC(=O)CCS(=O)(=O)c1ccc(F)cc1,<bos>,C,C,(,C,),C,N,C=O,C,C,O=[SH2]=O,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,
CCS(=O)(=O)N1CCOC(Cc2nc3c(s2)CCCC3)C1,<bos>,C,C,O=[SH2]=O,<5>,C1COCCN1,<1>,C,<0>,c1nc2c(s1)CCCC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(C2NC(=O)NC(C3CCC(C)O3)=C2C(=O)OCC(C)C)cc1,<bos>,C,C,(,C,),C,O,C=O,<4>,O=C1NC=CCN1,<5>,<3>,(,<2>,C1CCOC1,<4>,C,),<3>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,
Cc1csc(NC(=O)CCc2nc(-c3cccs3)no2)n1,<bos>,C,<0>,c1cscn1,<3>,N,C=O,C,C,<2>,c1ncon1,<0>,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,
c1cncc(CN(Cc2cccs2)c2cccc3cccnc23)c1,<bos>,c1ccsc1,<4>,C,N,(,<2>,c1ccc2ncccc2c1,),C,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(NCCS(=O)(=O)c1nccs1)c1ccccc1Cl,<bos>,Cl,<5>,c1ccccc1,<0>,C=O,N,C,C,O=[SH2]=O,<3>,c1cscn1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCOC1CC(NC(=O)NCc2cnc(C)s2)C12CCC2,<bos>,C,C,O,<1>,C1CC2(C1)CCC2,<3>,N,C=O,N,C,<1>,c1cscn1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,
CCn1cc(C(=O)NCc2ccc(N3CCOC3=O)cc2)cn1,<bos>,C,C,<3>,c1cn[nH]c1,<0>,C=O,N,C,<0>,c1ccccc1,<3>,<2>,O=C1NCCO1,<eos>,,,,,,,,,,,,,,,,,,,
Cc1nnc(SCc2ccc3ccccc3n2)n1N,<bos>,N,<4>,c1nnc[nH]1,<3>,<0>,(,C,),S,C,<5>,c1ccc2ncccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,
COc1ccc(F)cc1NC(=O)NCC1(C)CCOC1,<bos>,C,O,<3>,c1ccccc1,<4>,<0>,(,F,),N,C=O,N,C,<0>,C1CCOC1,<0>,C,<eos>,,,,,,,,,,,,,,,
Nc1c[nH]c(-c2cnc(-c3cccc(Cl)c3)s2)n1,<bos>,N,<0>,c1c[nH]cn1,<3>,<1>,c1cscn1,<3>,<0>,c1ccccc1,<4>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,
CCCCCCNC(=O)c1cc(=O)[nH]c2ccccc12,<bos>,C,C,C,C,C,C,N,C=O,<3>,O=c1ccc2ccccc2[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(OCC(=O)NCc2cccnc2-n2cccn2)c1,<bos>,C,<0>,c1ccccc1,<4>,O,C,C=O,N,C,<1>,c1ccncc1,<2>,<3>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,,,,,
CN(Cc1c(-c2ccccc2)ncn1CCO)S(C)(=O)=O,<bos>,C,O=[SH2]=O,N,(,C,),C,<1>,c1c[nH]cn1,<2>,<0>,(,<0>,c1ccccc1,),C,C,O,<eos>,,,,,,,,,,,,,,
Cc1c(C(=O)N2CCCC2c2cccs2)cnn1-c1ccncc1,<bos>,C,<4>,c1cn[nH]c1,<0>,<3>,(,<0>,c1ccncc1,),C=O,<3>,C1CCNC1,<4>,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,
O=C(NCC(=O)N1CCCC1)Nc1cnn(-c2ccccc2F)c1,<bos>,F,<5>,c1ccccc1,<0>,<3>,c1cn[nH]c1,<0>,N,C=O,N,C,C=O,<3>,C1CCNC1,<eos>,,,,,,,,,,,,,,,,,,
O=C1CN(C(=O)c2ccccc2NC(=O)c2ccco2)CCN1,<bos>,c1ccoc1,<4>,C=O,N,<5>,c1ccccc1,<0>,C=O,<3>,O=C1CNCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,
NC(=O)c1ccc(C(=O)N2CCc3ccccc32)cn1,<bos>,N,C=O,<4>,c1ccncc1,<1>,C=O,<8>,c1ccc2c(c1)CCN2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCC(C)C(C)NC(=O)Nc1ccc(C)c(NC(C)=O)c1,<bos>,C,C,C,(,C,),C,(,C,),N,C=O,N,<0>,c1ccccc1,<4>,<3>,(,C,),N,C=O,C,<eos>,,,,,,,,,
