smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
CCCn1nccc1NC(=O)CCCc1cccs1,<bos>,C,C,C,<3>,c1cn[nH]c1,<4>,N,C=O,C,C,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(CC=Cc1ccccc1)NCCc1ccccc1Cl,<bos>,Cl,<5>,c1ccccc1,<0>,C,C,N,C=O,C,<0>,C=C,<1>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
Nc1cc(C(F)(F)F)ccc1Oc1ccccc1,<bos>,F,C,(,F,),(,F,),<0>,c1ccccc1,<3>,<4>,(,N,),O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,
CCOc1ccc(Br)cc1NC(=O)C(C)OCCO,<bos>,O,C,C,O,C,(,C,),C=O,N,<4>,c1ccccc1,<3>,<0>,(,Br,),O,C,C,<eos>,,,,,,,,,,,,,,
CC(C)CCC(=O)n1cccc1-c1cc(N2CCCCC2)ncn1,<bos>,C,C,(,C,),C,C,C=O,<3>,c1cc[nH]c1,<4>,<1>,c1cncnc1,<5>,<3>,C1CCNCC1,<eos>,,,,,,,,,,,,,,,,,,
CCCCNC(=O)Cc1noc2c(Cl)cc(N)cc12,<bos>,N,<0>,c1ccc2oncc2c1,<6>,<2>,(,Cl,),C,C=O,N,C,C,C,C,<eos>,,,,,,,,,,,,,,,,,,,
O=C(NCc1c(F)cccc1F)c1cnc(-c2ccccc2)nc1,<bos>,F,<0>,c1ccccc1,<5>,<4>,(,F,),C,N,C=O,<0>,c1cncnc1,<3>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,
CCc1nnc(NC(=O)c2ccc(C(=O)NCC(C)C)cc2)s1,<bos>,C,C,(,C,),C,N,C=O,<3>,c1ccccc1,<0>,C=O,N,<3>,c1nncs1,<0>,C,C,<eos>,,,,,,,,,,,,,,,,
O=C(c1nn(-c2cccc(Cl)c2)c2c1CCC2)N1CCOCC1,<bos>,Cl,<4>,c1ccccc1,<0>,<2>,c1n[nH]c2c1CCC2,<0>,C=O,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nn(C(C)C)c(C)c1S(=O)(=O)Oc1ccccc1F,<bos>,C,C,(,C,),<3>,c1cn[nH]c1,<0>,<1>,(,C,),<4>,(,C,),O=[SH2]=O,O,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,
