smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
Cc1onc(-c2ccc(Oc3ccccc3)cc2)c1COC(=O)NC(C)C,<bos>,c1ccccc1,<0>,O,<3>,c1ccccc1,<0>,<1>,c1cnoc1,<0>,<4>,(,C,),C,O,C=O,N,C,(,C,),C,<eos>,,,,,,,,,,,,,,,,,
COC(=O)c1ccc(Nc2cc(-c3ccccc3)c(F)cn2)c(C(N)=O)c1,<bos>,C,O,C=O,<0>,c1ccccc1,<3>,<4>,(,C=O,N,),N,<4>,c1ccncc1,<0>,<1>,(,F,),<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,
Cc1ccc2cc3n(c2n1)CC(C)(C(=O)NCc1cc(F)ccc1Cl)CNC3=O,<bos>,C,<4>,O=C1NCCCn2c1cc1cccnc12,<4>,<12>,(,C,),C=O,N,C,<4>,c1ccccc1,<0>,<3>,(,Cl,),F,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(CCc1ccccc1)N[C@H](COCc1ccccc1)C1CCN(C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)C2CCC2)CC1,<bos>,c1ccccc1,<0>,C,O,C,C|S,(,N,C=O,C,C,<0>,c1ccccc1,),<0>,C1CCNCC1,<3>,C=O,C|S,(,C,<0>,c1ccccc1,<3>,O,),N,C=O,<0>,C1CCC1,<eos>,,,,,,,,,
N#Cc1ncccc1C1(O)CCC2(CCN(c3ccc(F)cc3)C2=O)CC1,<bos>,F,<3>,c1ccccc1,<0>,<2>,O=C1NCCC12CCCCC2,<8>,<8>,(,<1>,c1ccncc1,<2>,C#N,),O,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nc(-c2ccc(C(=O)NCCc3ccccc3)cc2)oc1-c1ccncc1,<bos>,C,<0>,c1cocn1,<1>,<3>,(,<0>,c1ccccc1,<3>,C=O,N,C,C,<0>,c1ccccc1,),<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cn1cc(C(=O)N2CCC[C@H]2C(=O)NCc2ccc(-c3ccc(F)c(O)c3)cc2)c2ccccc21,<bos>,O,<4>,c1ccccc1,<0>,<3>,(,F,),<0>,c1ccccc1,<3>,C,N,C=O,<4S>,C1CCNC1,<3>,C=O,<6>,c1ccc2[nH]ccc2c1,<4>,C,<eos>,,,,,,,,,,,,,,,,,
O=C(Cc1ccccc1)NC(=S)Nc1cnc(C2CCC2)c(C(=O)c2cccc(O)c2)n1,<bos>,c1ccccc1,<0>,C,C=O,N,C=S,N,<0>,c1cnccn1,<3>,<4>,(,C=O,<4>,c1ccccc1,<0>,O,),<0>,C1CCC1,<eos>,,,,,,,,,,,,,,,,,,,
COc1cc(OC(C)C)c2cc(C3CCC3)n(C(F)(F)F)c(=O)c2c1,<bos>,C,C,(,C,),O,<6>,O=c1[nH]ccc2ccccc12,<8>,<2>,(,C,(,F,),(,F,),F,),<3>,(,<0>,C1CCC1,),O,C,<eos>,,,,,,,,,,,,
CC(=O)N1[C@H](CNS(=O)(=O)CCc2ccccc2C)C[C@@H]2CCCC[C@@H]21,<bos>,C,<0>,c1ccccc1,<5>,C,C,O=[SH2]=O,N,C,<5S>,C1CCC2NCCC2C1|3S7S,<4>,C=O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(NCCCO)nc3n2)cc1OC,<bos>,O,C,C,C,N,<5>,c1cnc2ncncc2c1,<1>,<7>,(,<5>,C1COCCN1,<0S>,C,),<0>,c1ccccc1,<4>,<3>,(,O,C,),O,C,<eos>,,,,,,,,,,,,,,
COc1cccn2c(C3(C(=O)Nc4ccc(C)cc4)CC3)c(-c3ccc(Cl)cc3)nc12,<bos>,Cl,<3>,c1ccccc1,<0>,<5>,c1ccn2ccnc2c1,<4>,<8>,(,O,C,),<0>,C1CC1,<0>,C=O,N,<0>,c1ccccc1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,
CCCC[C@H](CCc1ccccc1)NC(=O)c1cnc(NC2CCCC2)nc1Cl,<bos>,C,C,C,C,C|R,(,C,C,<0>,c1ccccc1,),N,C=O,<0>,c1cncnc1,<5>,<3>,(,N,<0>,C1CCCC1,),Cl,<eos>,,,,,,,,,,,,,,,,
Cc1nc2ccc(CN3CCC(n4cnc5cnc6[nH]ccc6c54)CC3)cc2[nH]1,<bos>,C,<5>,c1ccc2[nH]cnc2c1,<1>,C,<3>,C1CCNCC1,<0>,<9>,c1cc2c(ncc3nc[nH]c32)[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC2(OCCN3CCN(c4ccccc4)CC3)CC(C)C1C1C(=O)N(c3ccc(C)cc3)C(=O)C12,<bos>,c1ccccc1,<0>,<5>,C1CNCCN1,<2>,C,C,O,<6>,O=C1NC(=O)C2C3C=CC(CC3)C12,<10>,<2>,(,<0>,c1ccccc1,<3>,C,),<8>,(,C,),C,<eos>,,,,,,,,,,,,,,,,
CCN1CCOC(c2ccc(Br)cc2)C1,<bos>,C,C,<5>,C1COCCN1,<1>,<0>,c1ccccc1,<3>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)NC1CCN(c2nc(NC(C)=O)cc(-c3cc(C)ccc3C)n2)CC1,<bos>,C,C=O,N,<1>,c1cncnc1,<5>,<3>,(,<3>,C1CCNCC1,<0>,N,C=O,O,C,C,),<4>,c1ccccc1,<3>,<0>,(,C,),C,<eos>,,,,,,,,,,,,,,
CC[C@H]1CC(C)Nc2cc3nc(O)cc(OC(F)(F)F)c3cc21,<bos>,C,C,<10S>,c1cnc2cc3c(cc2c1)CCCN3,<9>,<1>,(,O,),<12>,(,C,),O,C,(,F,),(,F,),F,<eos>,,,,,,,,,,,,,,,,,
CCCN(C)C(=O)c1cccc(NC(=O)c2ccc(Cl)c(S(=O)(=O)Nc3ccc(CN4CCCC4)cc3)c2)c1,<bos>,C,C,C,N,(,C,),C=O,<0>,c1ccccc1,<4>,N,C=O,<0>,c1ccccc1,<4>,<3>,(,Cl,),O=[SH2]=O,N,<0>,c1ccccc1,<3>,C,<3>,C1CCNC1,<eos>,,,,,,,,,,,
Cc1cc(-c2ccnc(N[C@H](C)c3ccc(C(=O)N4CCN(C5CC5)CC4)c(Cl)c3)n2)ccn1,<bos>,C1CC1,<0>,<5>,C1CNCCN1,<2>,C=O,<3>,c1ccccc1,<0>,<4>,(,Cl,),C|R,(,C,),N,<3>,c1cncnc1,<1>,<0>,c1ccncc1,<4>,C,<eos>,,,,,,,,,,,,,,
N#C[C@H](Cc1ccc(-c2cccnn2)cc1)NC(=O)[C@H]1N[C@@H]2CC[C@H]1C2,<bos>,c1ccnnc1,<5>,<3>,c1ccccc1,<0>,C,C|S,(,N,C=O,<5S>,C1CC2CC1CN2|2R4S,),C#N,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
O=S(=O)(c1cc2c3ccccc3nc(Cc3ccncc3)n2n1)c1ccccc1Cl,<bos>,c1ccncc1,<0>,C,<7>,c1ccc2c(c1)ncn1nccc21,<10>,O=[SH2]=O,<0>,c1ccccc1,<5>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC(C)N(CCn1ncc2c1ncn1nc(O)nc21)c1cccc(C(=O)NCCCCCOC)c1,<bos>,C,C,C,(,C,),N,(,C,C,<6>,c1nc2c3cn[nH]c3ncn2n1,<0>,O,),<0>,c1ccccc1,<4>,C=O,N,C,C,C,C,C,O,C,<eos>,,,,,,,,,,,,
CCOC(=O)c1cc(NC(=O)c2c3ccc(Cl)cc3nn2CC)c(OC)cc1F,<bos>,C,C,<5>,c1ccc2n[nH]cc2c1,<6>,<1>,(,Cl,),C=O,N,<0>,c1ccccc1,<2>,<5>,(,O,C,),<3>,(,F,),C=O,O,C,C,<eos>,,,,,,,,,,,,
O=P(O)(O)CC(O)(P(=O)(O)O)P(=O)(O)O,<bos>,O,O=[PH3],(,O,),C,(,O=[PH3],(,O,),O,),(,O,),C,O=[PH3],(,O,),O,<eos>,,,,,,,,,,,,,,,,,
CCOc1cc(-c2ccc3ncc(C#N)c(NC4CCC(CS(=O)(=O)N5CC[C@@H](N(C)C)C5)CC4)c3c2)ccc1OC,<bos>,C,N,(,C,),<0R>,C1CCNC1,<3>,O=[SH2]=O,C,<0>,C1CCCCC1,<3>,N,<7>,c1ccc2ncccc2c1,<6>,<0>,(,<0>,c1ccccc1,<4>,<3>,(,O,C,),O,C,C,),C#N,<eos>,,,,,,,
NCCCC[C@H](NC(=O)c1cc(F)cc(F)c1)C(=O)N[C@H]1CCCN(S(=O)(=O)c2ccc(CCCCCCC(=O)O)cc2)C1,<bos>,N,C,C,C,C,C|S,(,N,C=O,<0>,c1ccccc1,<2>,<4>,(,F,),F,),C=O,N,<1S>,C1CCNCC1,<3>,O=[SH2]=O,<0>,c1ccccc1,<3>,C,C,C,C,C,C,C=O,O,<eos>,,,,
NS(=O)(=O)c1ccc(N(C(=O)N2Cc3c(nc4ccccc4c3O)C2CC=Cc2ccccc2)C2CC2)cc1,<bos>,O,<7>,c1ccc2nc3c(cc2c1)CNC3,<11>,<12>,(,C,<0>,C=C,<1>,<0>,c1ccccc1,),C=O,N,(,<0>,C1CC1,),<0>,c1ccccc1,<3>,O=[SH2]=O,N,<eos>,,,,,,,,,,,,,,,
CCN1C[C@H](c2ccccc2)[C@@H](c2ccc3c(c2)OCO3)C1,<bos>,C,C,<3>,C1CCNC1,<1S>,<0S>,(,<0>,c1ccc2c(c1)OCO2,),<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccc1C(=O)O)C(=O)c1cccc2c(-c3ccc(Cl)cc3)ncn12,<bos>,Cl,<3>,c1ccccc1,<0>,<6>,c1ccn2cncc2c1,<2>,C=O,C=O,N,<0>,c1ccccc1,<5>,C=O,O,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CC(=NOCC(C)(C)C)NC(=S)c1ccc(N2C[C@@H](C)N[C@@H](C)C2)cc1,<bos>,C,<0>,C=N,<0>,<1>,(,O,C,C,(,C,),(,C,),C,),N,C=S,<0>,c1ccccc1,<3>,<2>,C1CNCCN1,<4S>,<0R>,(,C,),C,<eos>,,,,,,,,,
