smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
CN[C@H](C(=O)N1C[C@@H](C)C[C@@H](C(=O)NCc2ccc(Cl)cc2Cl)C1)c1cc(=O)[nH]cn1,<bos>,C,N,C|S,(,<3>,O=c1ccnc[nH]1,),C=O,<3>,C1CCNCC1,<5R>,<1S>,(,C,),C=O,N,C,<3>,c1ccccc1,<0>,<4>,(,Cl,),Cl,<eos>,,,,,,,,,,,,,
CCOc1ccc(Nc2cc(NC)cc(C)n2)c(C(N)=O)c1,<bos>,C,C,O,<0>,c1ccccc1,<3>,<4>,(,C=O,N,),N,<4>,c1ccncc1,<0>,<2>,(,C,),N,C,<eos>,,,,,,,,,,,,,,,,,,
CC1(C)CNC(=O)c2cc3ccc(C(=O)NCc4cc(Cl)ccc4Cl)nc3n2C1,<bos>,C,<4>,O=C1NCCCn2c1cc1cccnc12,<12>,<4>,(,C,),C=O,N,C,<4>,c1ccccc1,<0>,<3>,(,Cl,),Cl,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(COCc1ccccc1)NC1CCC(CCN2CCN(c3ccccc3Cl)CC2)CC1,<bos>,c1ccccc1,<0>,C,O,C,C=O,N,<0>,C1CCCCC1,<3>,C,C,<2>,C1CNCCN1,<5>,<0>,c1ccccc1,<5>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,
O=C1c2cc(OCc3nc[nH]n3)nn2[C@H](c2ccc(F)cc2F)CN1c1cccc(C(F)(F)F)c1,<bos>,F,C,(,F,),(,F,),<4>,c1ccccc1,<0>,<2>,O=C1NCCn2nccc21,<7>,<4R>,(,<3>,c1ccccc1,<4>,<0>,(,F,),F,),O,C,<0>,c1nc[nH]n1,<eos>,,,,,,,,,,
NC(=O)C12CC3CC(C1)C(NC(=O)NCc1ccc(-c4ccc(Cl)c(O)c4)cc1)C(C3)C2,<bos>,O,<4>,c1ccccc1,<0>,<3>,(,Cl,),<0>,c1ccccc1,<3>,C,N,C=O,N,<2>,C1C2CC3CC1CC(C2)C3,<7>,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,
O=C(Cc1ccccc1)N1CCC(c2nccnc2Oc2cccc(F)c2)C1,<bos>,c1ccccc1,<0>,C,C=O,<3>,C1CCNC1,<0>,<4>,c1cnccn1,<3>,O,<0>,c1ccccc1,<4>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cn1cccc(O[C@@H]2CC(C(C)(C)C)c3ccccc32)c1=O,<bos>,C,C,(,C,),(,C,),<8>,c1ccc2c(c1)CCC2,<6R>,O,<2>,O=c1cccc[nH]1,<6>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCNC(=O)Nc1ccc2c(c1)NC(=O)C(C)(Nc1ccc(N3CCNCC3)cc1)C(=O)N2C,<bos>,C,C,N,C=O,N,<9>,O=C1CC(=O)Nc2ccccc2N1,<2>,<2>,(,C,),<5>,(,C,),N,<0>,c1ccccc1,<3>,<2>,C1CNCCN1,<eos>,,,,,,,,,,,,,,,,,
NC(=O)CCC[C@H](NC(=O)Cc1c(-c2ccc(Cl)cc2)nc2c(I)cccn12)C(=O)O,<bos>,Cl,<3>,c1ccccc1,<0>,<5>,c1ccn2ccnc2c1,<4>,<8>,(,I,),C,C=O,N,C|S,(,C=O,O,),C,C,C,C=O,N,<eos>,,,,,,,,,,,,,,,
Cc1ccc(C(=O)Nc2ccc(C(C)(C)C)cc2)cc1C(=O)Nc1ccc(N2CCOCC2)nc1,<bos>,C,C,(,C,),(,C,),<0>,c1ccccc1,<3>,N,C=O,<0>,c1ccccc1,<4>,<3>,(,C,),C=O,N,<1>,c1ccncc1,<4>,<5>,C1COCCN1,<eos>,,,,,,,,,,,,
Cc1nc2ccc(Cn3c(=O)c4cc(CC5CC5)sc4n(-c4ccc(-c5ccccc5)cc4)c3=O)cc2[nH]1,<bos>,C,<5>,c1ccc2[nH]cnc2c1,<1>,C,<2>,O=c1[nH]c(=O)c2ccsc2[nH]1,<10>,<7>,(,C,<0>,C1CC1,),<0>,c1ccccc1,<3>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)C(=O)N1Cc2c(NC(=O)c3ccc(F)c(F)c3)n[nH]c2C1(C)C,<bos>,c1ccccc1,<0>,C,N,(,C,),C=O,<6>,c1n[nH]c2c1CNC2,<0>,<7>,(,C,),<7>,(,C,),N,C=O,<0>,c1ccccc1,<3>,<4>,(,F,),F,<eos>,,,,,,,,,,
CCN1CCOC(c2ccc(Br)cc2)C1,<bos>,C,C,<5>,C1COCCN1,<1>,<0>,c1ccccc1,<3>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCN(C)C(=O)c1ccc(Cl)cc1-c1c2nc(C)cc(N(CC)CCOC)c2nn1C,<bos>,C,C,C,N,(,C,),C=O,<3>,c1ccccc1,<4>,<0>,(,Cl,),<4>,c1cnc2c[nH]nc2c1,<8>,<1>,(,C,),<5>,(,C,),N,(,C,C,),C,C,O,C,<eos>,,,,
CCc1csc(NC(=O)[C@H](C)c2c(C(=O)N3CCN(C4CC4)CC3)[nH]c3ccc(Cl)cc23)n1,<bos>,C1CC1,<0>,<5>,C1CNCCN1,<2>,C=O,<5>,c1ccc2[nH]ccc2c1,<6>,<0>,(,Cl,),C|R,(,C,),C=O,N,<3>,c1cscn1,<0>,C,C,<eos>,,,,,,,,,,,,,,,
CCc1noc([C@H](CCc2ccc(Cl)cc2)C(=O)N2CCCCC2c2ccccc2)n1,<bos>,Cl,<3>,c1ccccc1,<0>,C,C,C|S,(,C=O,<3>,C1CCNCC1,<2>,<0>,c1ccccc1,),<2>,c1ncon1,<0>,C,C,<eos>,,,,,,,,,,,,,,,,,,,
