smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
O=C(C1c2[nH]c3cc(Cc4ccccc4)ccc3c2CCN1S(=O)(=O)c1ccc(Cl)s1)N1CCC(N2Cc3ccccc3NC2=O)CC1,<bos>,Cl,<2>,c1ccsc1,<4>,O=[SH2]=O,<10>,c1ccc2c3c([nH]c2c1)CNCC3,<9>,<0>,(,C,<0>,c1ccccc1,),C=O,<3>,C1CCNCC1,<0>,<2>,O=C1NCc2ccccc2N1,<eos>,,,,,,,,,,,,,,,,,,,
CN(c1ccc([C@@H](S)C(=O)N2[C@@H]3CC[C@H]2C[C@@H](O)C3)cc1)S(=O)(=O)c1ccccc1,<bos>,c1ccccc1,<0>,O=[SH2]=O,N,(,C,),<3>,c1ccccc1,<0>,C|R,(,S,),C=O,<7>,C1CC2CCC(C1)N2|2R5S,<0R>,O,<eos>,,,,,,,,,,,,,,,,,,,,
Nc1ccc(Oc2ccnc3nc(-c4ccccc4)ccc23)cc1,<bos>,N,<3>,c1ccccc1,<0>,O,<7>,c1cnc2ncccc2c1,<1>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N#C[C@H](CC(F)(F)F)Nc1ccc2[nH]nc(C3=CCN(CC(=O)Nc4cccc5cccnc45)CC3)c2c1,<bos>,F,C,(,F,),(,F,),C,C|S,(,C#N,),N,<0>,c1ccc2[nH]ncc2c1,<6>,<0>,C1=CCNCC1,<3>,C,C=O,N,<2>,c1ccc2ncccc2c1,<eos>,,,,,,,,,,,,,,
,<bos>,O,<7>,c1ccc2c(c1)CCC2,<8>,<0>,(,F,),<1>,(,F,),<8>,(,F,),<3R>,(,F,),<6>,c1ncc2cncn2n1,<2>,<4>,(,<0>,C1CCCC1,),O,<eos>,,,,,,,,,,
NC(=O)N[C@@H](Cc1ccc(-c2ccccc2-c2nnn(C(=O)NO)n2)cc1)C(=O)N1CCC2(CCCC2)CC1,<bos>,N,C=O,N,C|S,(,C=O,<7>,C1CCC2(C1)CCNCC2,),C,<0>,c1ccccc1,<3>,<0>,c1ccccc1,<5>,<0>,c1nn[nH]n1,<3>,C=O,N,O,<eos>,,,,,,,,,,,,,,,,,
Cc1ccc(-c2nc(NCc3ccc(OC(F)(F)F)cc3)c(N3CCS(=O)(=O)CC3)c(=O)[nH]2)cc1,<bos>,F,C,(,F,),(,F,),O,<3>,c1ccccc1,<0>,C,N,<3>,O=c1ccnc[nH]1,<5>,<2>,(,<5>,O=S1(=O)CCNCC1,),<3>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,,,
O=C(c1ccccc1-c1ccc(C(F)(F)F)cc1)N1CCN(CCOc2ccccc2)C(S(=O)(=O)c2ccc(Cl)c(Cl)c2)C1,<bos>,F,C,(,F,),(,F,),<3>,c1ccccc1,<0>,<5>,c1ccccc1,<0>,C=O,<2>,C1CNCCN1,<5>,<0>,(,O=[SH2]=O,<0>,c1ccccc1,<4>,<3>,(,Cl,),Cl,),C,C,O,<0>,c1ccccc1,<eos>,,,,
COc1ccc(NC(=O)c2n[nH]c3c2C(O)CC(O)C3)cn1,<bos>,O,<5>,c1n[nH]c2c1CCCC2,<0>,<7>,(,O,),C=O,N,<1>,c1ccncc1,<4>,O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(N2CCN(C)CC2)ccc1-c1cnc2c(c1)N(Cc1ccc(Cl)cc1Cl)CCN2,<bos>,Cl,<0>,c1ccccc1,<3>,<4>,(,Cl,),C,<6>,c1cnc2c(c1)NCCN2,<0>,<3>,c1ccccc1,<0>,<4>,(,O,C,),<5>,C1CNCCN1,<2>,C,<eos>,,,,,,,,,,,,,,,
Cc1ncc2cc(-c3ccc(F)cc3)n(-c3cccc(OCC4CCCCC4)c3C)c2n1,<bos>,F,<3>,c1ccccc1,<0>,<5>,c1ncc2cc[nH]c2n1,<6>,<0>,(,C,),<4>,c1ccccc1,<0>,<5>,(,C,),O,C,<0>,C1CCCCC1,<eos>,,,,,,,,,,,,,,,,,
O=C(Nc1cc(C(F)(F)F)[nH]n1)c1sc(Cc2ccc(-n3ccnc3)cc2)cc1CCl,<bos>,F,C,(,F,),(,F,),<4>,c1cn[nH]c1,<1>,N,C=O,<2>,c1ccsc1,<4>,<1>,(,C,Cl,),C,<3>,c1ccccc1,<0>,<2>,c1c[nH]cn1,<eos>,,,,,,,,,,,,
O=C(CC(Cc1ccccc1)C(=O)O)OCc1ccc(CCc2ccccc2)cc1,<bos>,O,C=O,C,(,C,<0>,c1ccccc1,),C,C=O,O,C,<0>,c1ccccc1,<3>,C,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
C[C@H]1CC[C@@H](C(=O)NC2CCC(CNc3ccc(F)cn3)CC2)N1C,<bos>,C,<3>,C1CCNC1,<4S>,<2S>,(,C,),C=O,N,<0>,C1CCCCC1,<3>,C,N,<4>,c1ccncc1,<1>,F,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1ccncc1C(=O)N1C[C@H](NC(=O)c2ccc(Cl)s2)[C@@H](c2ccccc2)C1,<bos>,Cl,<2>,c1ccsc1,<4>,C=O,N,<0R>,C1CCNC1,<3>,<1S>,(,<0>,c1ccccc1,),C=O,<1>,c1ccncc1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,
,<bos>,c1ccncc1,<2>,<5>,C1CNCCN1,<2>,C=O,<0>,c1ccccc1,<3>,<8>,c1cnc2c(c1)-c1nccn1CO2,<7>,<0>,C1=CCNCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@H](NC(=O)COC1CCN(c2ccccc2)C1)c1ccc(C#Cc2ccc(Cl)cc2)cc1,<bos>,Cl,<3>,c1ccccc1,<0>,<1>,C#C,<0>,<3>,c1ccccc1,<0>,C|S,(,C,),N,C=O,C,O,<0>,C1CCNC1,<3>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,
O=C(O)[C@H]1S[C@@H](n2cnc3c(Nc4cccnc4F)nc(Cl)nc32)[C@H](O)[C@@H]1O,<bos>,O,C=O,<2S>,C1CCSC1,<4R>,<0R>,(,O,),<1S>,(,O,),<6>,c1ncc2nc[nH]c2n1,<2>,<0>,(,Cl,),N,<1>,c1ccncc1,<2>,F,<eos>,,,,,,,,,,,,,,
CN(C)C(=O)Oc1ccc(C(=O)Nc2nnc(CCCC(C(=O)O)c3ccc([N+](=O)[O-])cc3)s2)cc1,<bos>,C,N,(,C,),C=O,O,<0>,c1ccccc1,<3>,C=O,N,<0>,c1nncs1,<3>,C,C,C,C,(,C=O,O,),<0>,c1ccccc1,<3>,O=[NH+][O-],<eos>,,,,,,,,,,,,
O=C1NC(=O)C(c2csc3ccccc23)=C1Nc1ccc(F)c(Cl)c1,<bos>,F,<3>,c1ccccc1,<0>,<4>,(,Cl,),N,<2>,O=C1C=CC(=O)N1,<3>,<6>,c1ccc2sccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)Oc1ccc(Nc2cccc3c2OCc2ccc(OCl)cc2C3=O)cc1,<bos>,C,C,(,C,),O,<0>,c1ccccc1,<3>,N,<11>,O=C1c2ccccc2COc2ccccc21,<4>,O,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)N1CC2(CCN(C(=O)Nc3ccc(Oc4ncccc4Cl)cc3)CC2)c2ccccc21,<bos>,C,O=[SH2]=O,<6>,c1ccc2c(c1)NCC21CCNCC1,<11>,C=O,N,<0>,c1ccccc1,<3>,O,<2>,c1ccncc1,<1>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
FC(F)(F)c1cccc(N2CCN(CC3(CN4CCCNCC4)CCCc4ccccc43)CC2)c1Cl,<bos>,F,C,(,F,),(,F,),<4>,c1ccccc1,<0>,<5>,(,Cl,),<5>,C1CNCCN1,<2>,C,<9>,c1ccc2c(c1)CCCC2,<9>,C,<2>,C1CNCCNC1,<eos>,,,,,,,,,,,,,,
,<bos>,Cl,<0>,c1ccc2sccc2c1,<5>,<6>,(,F,),C=O,<2>,C1CNCCN1,<5S>,<0S>,(,C,),<0>,c1ccccc1,<3>,<4>,(,Cl,),Cl,<eos>,,,,,,,,,,,,,,,
O=C1Nc2ccccc2CC1Nc1ncnc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O,<bos>,O,C,<2R>,C1CCOC1,<4>,<0R>,(,O,),<1S>,(,O,),<6>,c1ncc2nc[nH]c2n1,<2>,N,<2>,O=C1CCc2ccccc2N1,<eos>,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)c1ccccc1N1CCN(CCCSC(=O)c2cc3ccccc3o2)CC1,<bos>,C,O=[SH2]=O,<0>,c1ccccc1,<5>,<2>,C1CNCCN1,<5>,C,C,C,S,C=O,<5>,c1ccc2occc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COc1c(NC(=O)c2ccccc2F)cccc1Nc1nccc(N2CCN(C(N)=O)CC2)n1,<bos>,F,<5>,c1ccccc1,<0>,C=O,N,<4>,c1ccccc1,<0>,<5>,(,O,C,),N,<3>,c1cncnc1,<1>,<5>,C1CNCCN1,<2>,C=O,N,<eos>,,,,,,,,,,,,,,,,
CCCCC(N)P(=O)(O)O,<bos>,O,O=[PH3],(,O,),C,(,N,),C,C,C,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCNS(=O)(=O)c1ccc(N=C2SC(=Cc3ccccc3C(=O)O)C(=O)N2c2ccccc2)cc1,<bos>,O,C=O,<0>,c1ccccc1,<5>,<0>,C=C1SC(=N)NC1=O,<4>,<5>,(,<0>,c1ccccc1,),<3>,c1ccccc1,<0>,O=[SH2]=O,N,C,C,C,C,<eos>,,,,,,,,,,,,,,,,,
