smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
Cc1nc(-c2nnc(NC(=O)CCc3ccccc3F)o2)cs1,<bos>,C,<3>,c1cscn1,<0>,<0>,c1nnco1,<3>,N,C=O,C,C,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,
Cc1ncc(C(=O)NC2CCN(c3ccccc3Cl)CC2)cn1,<bos>,C,<3>,c1cncnc1,<0>,C=O,N,<0>,C1CCNCC1,<3>,<0>,c1ccccc1,<5>,Cl,<eos>,,,,,,,,,,,,,,,,,,,
CC(CCCC(=O)N(C)C)NC(=O)c1cccs1,<bos>,C,N,(,C,),C=O,C,C,C,C,(,C,),N,C=O,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,
CCOC1CCN(C(=O)c2cc(C)on2)C2CCOC12,<bos>,C,C,O,<8>,C1CNC2CCOC2C1,<2>,C=O,<1>,c1cnoc1,<4>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
CCCCS(=O)(=O)NCC(=O)Nc1ccncn1,<bos>,C,C,C,C,O=[SH2]=O,N,C,C=O,N,<1>,c1cncnc1,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(Cc1ccc(F)cc1F)NCCNC(=O)c1cccnc1,<bos>,F,<0>,c1ccccc1,<3>,<4>,(,F,),C,C=O,N,C,C,N,C=O,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,
CC(C)N(Cc1ccccc1)C(=O)COC(=O)c1cccs1,<bos>,C,C,(,C,),N,(,C,<0>,c1ccccc1,),C=O,C,O,C=O,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,
CCc1ccc(C(=O)NC(C)(CC(C)C)C(N)=O)o1,<bos>,C,C,(,C,),C,C,(,C=O,N,),(,C,),N,C=O,<2>,c1ccoc1,<4>,C,C,<eos>,,,,,,,,,,,
NC(=O)N1CCCN(C(=O)C2CN(c3nc4ccccc4s3)CCO2)CC1,<bos>,N,C=O,<5>,C1CNCCNC1,<2>,C=O,<1>,C1COCCN1,<5>,<5>,c1ccc2scnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,
CN(C)c1ncccc1C(=O)Nc1nc(C2CC2)cs1,<bos>,C,N,(,C,),<2>,c1ccncc1,<1>,C=O,N,<3>,c1cscn1,<0>,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,
CCCOC(=O)C1CCCCN1C(=O)c1ccc(OCC#N)cc1,<bos>,C,C,C,O,C=O,<2>,C1CCNCC1,<3>,C=O,<0>,c1ccccc1,<3>,O,C,C#N,<eos>,,,,,,,,,,,,,,,,,
CCCNC(=O)C1CCCN(C(=O)Cn2cncn2)C1,<bos>,C,C,C,N,C=O,<1>,C1CCNCC1,<3>,C=O,C,<3>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,,,,
CCOC(=O)Cc1coc(-c2ccc(NC(=O)C3CC3)cc2)n1,<bos>,C,C,O,C=O,C,<0>,c1cocn1,<3>,<0>,c1ccccc1,<3>,N,C=O,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,
CCn1cc(C(=O)N2CCC(Oc3cccc(C#N)c3)CC2)cn1,<bos>,C,C,<3>,c1cn[nH]c1,<0>,C=O,<3>,C1CCNCC1,<0>,O,<0>,c1ccccc1,<4>,C#N,<eos>,,,,,,,,,,,,,,,,,,
Cn1cc(C(=O)OCc2nc3cc(F)ccc3n2C)cn1,<bos>,C,<4>,c1ccc2[nH]cnc2c1,<5>,<0>,(,F,),C,O,C=O,<0>,c1cn[nH]c1,<3>,C,<eos>,,,,,,,,,,,,,,,,,
